## EBL from Khaire & Srianand 2018; Q14 Model with alpha=-1.4 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     4.191863e-45
 1.122019e-08     6.100063e-45
 1.258925e-08     8.679522e-45
 1.412538e-08     1.207908e-44
 1.584893e-08     1.647893e-44
 1.778279e-08     2.208615e-44
 1.995263e-08     2.913695e-44
 2.238721e-08     3.790054e-44
 2.511887e-08     4.868451e-44
 2.818382e-08     6.184029e-44
 3.162278e-08     7.777104e-44
 3.548135e-08     9.693928e-44
 3.981071e-08     1.198773e-43
 4.466837e-08     1.471990e-43
 5.011870e-08     1.796121e-43
 5.623413e-08     2.179356e-43
 6.309576e-08     2.631161e-43
 7.079456e-08     3.162483e-43
 7.943284e-08     3.786021e-43
 8.912505e-08     4.516458e-43
 1.000000e-07     5.370838e-43
 1.122019e-07     6.368886e-43
 1.258925e-07     7.533458e-43
 1.412538e-07     8.891090e-43
 1.584892e-07     1.047247e-42
 1.778279e-07     1.231324e-42
 1.995263e-07     1.445468e-42
 2.238721e-07     1.694458e-42
 2.511887e-07     1.983844e-42
 2.818382e-07     2.320048e-42
 3.162278e-07     2.710523e-42
 3.548136e-07     3.163899e-42
 3.981071e-07     3.690173e-42
 4.466837e-07     4.300950e-42
 5.011870e-07     5.009653e-42
 5.623413e-07     5.831866e-42
 6.309576e-07     6.785627e-42
 7.079456e-07     7.891834e-42
 7.943284e-07     9.174742e-42
 8.912505e-07     1.066241e-41
 1.000000e-06     1.238739e-41
 1.122019e-06     1.438740e-41
 1.258925e-06     1.670611e-41
 1.412538e-06     1.939419e-41
 1.584893e-06     2.251028e-41
 1.778279e-06     2.612241e-41
 1.995263e-06     3.030938e-41
 2.238721e-06     3.516246e-41
 2.511887e-06     4.078749e-41
 2.818382e-06     4.730703e-41
 3.162278e-06     5.486325e-41
 3.548136e-06     6.362073e-41
 3.981071e-06     7.377016e-41
 4.466837e-06     8.553279e-41
 5.011870e-06     9.916459e-41
 5.623413e-06     1.149627e-40
 6.309576e-06     1.332709e-40
 7.079456e-06     1.544876e-40
 7.943284e-06     1.790752e-40
 8.912505e-06     2.075684e-40
 1.000000e-05     2.405880e-40
 1.122019e-05     2.788524e-40
 1.258925e-05     3.231939e-40
 1.412538e-05     3.745787e-40
 1.584893e-05     4.341240e-40
 1.778279e-05     5.031261e-40
 1.995263e-05     5.830872e-40
 2.238721e-05     6.757459e-40
 2.511887e-05     7.831198e-40
 2.818382e-05     9.075441e-40
 3.162278e-05     1.051728e-39
