# Gamma-ray optical depth for source at z=0.001 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   1.5789013e-09
    0.0112202   1.8615076e-09
    0.0125893   2.1841617e-09
    0.0141254   2.5495755e-09
    0.0158489   2.9600980e-09
    0.0177828   3.4176860e-09
    0.0199526   3.9238121e-09
    0.0223872   4.4796161e-09
    0.0251189   5.0857271e-09
    0.0281838   5.7424291e-09
    0.0316228   6.4496781e-09
    0.0354813   7.2070771e-09
    0.0398107   8.0140271e-09
    0.0446684   8.8697081e-09
    0.0501187   9.7731341e-09
    0.0562341   1.0723247e-08
    0.0630957   1.1718907e-08
    0.0707946   1.2758976e-08
    0.0794328   1.3842338e-08
    0.0891251   1.4967948e-08
     0.100000   1.6134811e-08
     0.112202   1.7342109e-08
     0.125893   1.8589087e-08
     0.141254   1.9875203e-08
     0.158489   2.1200085e-08
     0.177828   2.2563495e-08
     0.199526   2.3965426e-08
     0.223872   2.5406060e-08
     0.251189   2.6885934e-08
     0.281838   2.8406040e-08
     0.316228   2.9968160e-08
     0.354813   3.1575320e-08
     0.398107   3.3232510e-08
     0.446684   3.4947620e-08
     0.501187   3.6732480e-08
     0.562341   3.8604060e-08
     0.630957   4.0585911e-08
     0.707946   4.2709771e-08
     0.794328   4.5016231e-08
     0.891251   4.7556701e-08
      1.00000   5.0393971e-08
      1.12202   5.3603191e-08
      1.25893   5.7271641e-08
      1.41254   6.1498021e-08
      1.58489   6.6390411e-08
      1.77828   7.2062611e-08
      1.99526   7.8629901e-08
      2.23872   8.6203121e-08
      2.51189   9.4885511e-08
      2.81838   1.0477264e-07
      3.16228   1.1595702e-07
      3.54813   1.2853214e-07
      3.98107   1.4259360e-07
      4.46684   1.5823983e-07
      5.01187   1.7558680e-07
      5.62341   1.9502137e-07
      6.30957   2.1739185e-07
      7.07946   2.4414759e-07
      7.94328   2.7789760e-07
      8.91251   3.2190850e-07
      10.0000   3.8013890e-07
      11.2202   4.5741291e-07
      12.5893   5.5927931e-07
      14.1254   6.9273451e-07
      15.8489   8.6445911e-07
      17.7828   1.0818327e-06
      19.9526   1.3527007e-06
      22.3872   1.7111468e-06
      25.1189   2.3613425e-06
      28.1838   3.8125821e-06
      31.6228   6.9274061e-06
      35.4813   1.2970019e-05
      39.8107   2.3535871e-05
      44.6684   4.0424261e-05
      50.1187   6.5510971e-05
      56.2341   0.00010059809
      63.0957   0.00014746474
      70.7946   0.00020812449
      79.4328   0.00028510730
      89.1251   0.00038168230
      100.000   0.00050294891
      112.202   0.00065733941
      125.893   0.00085643611
      141.254    0.0011143720
      158.489    0.0014471580
      177.828    0.0018714587
      199.526    0.0024034901
      223.872    0.0030580040
      251.189    0.0038476720
      281.838    0.0047817151
      316.228    0.0058645481
      354.814    0.0070958371
      398.107    0.0084707231
      446.684    0.0099788511
      501.188     0.011602641
      562.341     0.013317113
      630.958     0.015089500
      707.946     0.016883325
      794.328     0.018663493
      891.252     0.020399586
      1000.00     0.022069636
      1122.02     0.023661084
      1258.93     0.025169775
      1412.54     0.026600535
      1584.89     0.027973032
      1778.28     0.029324050
      1995.26     0.030723570
      2238.72     0.032246080
      2511.89     0.033944620
      2818.38     0.035875600
      3162.28     0.038110460
      3548.14     0.040690461
      3981.07     0.043606671
      4466.84     0.046847051
      5011.88     0.050405481
      5623.41     0.054278911
      6309.58     0.058489931
      7079.46     0.063124241
      7943.28     0.068355861
      8912.52     0.074488971
      10000.0     0.081998061
      11220.2     0.091542731
      12589.3      0.10400227
      14125.4      0.12050823
      15848.9      0.14246242
      17782.8      0.17156491
      19952.6      0.20990741
      22387.2      0.26009658
      25118.9      0.32535560
      28183.8      0.40944661
      31622.8      0.51636311
      35481.4      0.64972001
      39810.7      0.81196331
      44668.4       1.0036122
      50118.8       1.2226788
      56234.1       1.4645277
      63095.8       1.7223234
      70794.6       1.9883945
      79432.8       2.2580989
      89125.2       2.5403361
      100000.       2.8833850
