# Gamma-ray optical depth for source at z=0.060 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   3.7362325e-08
    0.0112202   4.3902066e-08
    0.0125893   5.1325971e-08
    0.0141254   5.9685903e-08
    0.0158489   6.9025474e-08
    0.0177828   7.9379363e-08
    0.0199526   9.0773214e-08
    0.0223872   1.0322385e-07
    0.0251189   1.1673969e-07
    0.0281838   1.3132164e-07
    0.0316228   1.4696383e-07
    0.0354813   1.6365488e-07
    0.0398107   1.8137881e-07
    0.0446684   2.0011605e-07
    0.0501187   2.1984460e-07
    0.0562341   2.4054109e-07
    0.0630957   2.6218153e-07
    0.0707946   2.8474229e-07
    0.0794328   3.0820061e-07
    0.0891251   3.3253545e-07
     0.100000   3.5772806e-07
     0.112202   3.8376249e-07
     0.125893   4.1062582e-07
     0.141254   4.3830881e-07
     0.158489   4.6680600e-07
     0.177828   4.9611541e-07
     0.199526   5.2623966e-07
     0.223872   5.5718685e-07
     0.251189   5.8897419e-07
     0.281838   6.2163312e-07
     0.316228   6.5521814e-07
     0.354813   6.8982062e-07
     0.398107   7.2558594e-07
     0.446684   7.6273630e-07
     0.501187   8.0159610e-07
     0.562341   8.4261945e-07
     0.630957   8.8641973e-07
     0.707946   9.3379790e-07
     0.794328   9.8577057e-07
     0.891251   1.0435941e-06
      1.00000   1.1087819e-06
      1.12202   1.1831129e-06
      1.25893   1.2686217e-06
      1.41254   1.3675655e-06
      1.58489   1.4823661e-06
      1.77828   1.6155183e-06
      1.99526   1.7694883e-06
      2.23872   1.9466295e-06
      2.51189   2.1491574e-06
      2.81838   2.3792307e-06
      3.16228   2.6390811e-06
      3.54813   2.9310257e-06
      3.98107   3.2574810e-06
      4.46684   3.6209499e-06
      5.01187   4.0256712e-06
      5.62341   4.4850693e-06
      6.30957   5.0238108e-06
      7.07946   5.6868001e-06
      7.94328   6.5429023e-06
      8.91251   7.6741096e-06
      10.0000   9.1790920e-06
      11.2202   1.1173268e-05
      12.5893   1.3790450e-05
      14.1254   1.7178657e-05
      15.8489   2.1492799e-05
      17.7828   2.6894995e-05
      19.9526   3.3612900e-05
      22.3872   4.3351871e-05
      25.1189   6.2791667e-05
      28.1838   0.00010573054
      31.6228   0.00019414619
      35.4813   0.00035856929
      39.8107   0.00063547276
      44.6684    0.0010646844
      50.1187    0.0016859462
      56.2341    0.0025370029
      63.0957    0.0036568778
      70.7946    0.0050916635
      79.4328    0.0068994525
      89.1251    0.0091588717
      100.000     0.012000868
      112.202     0.015629473
      125.893     0.020308010
      141.254     0.026348093
      158.489     0.034089241
      177.828     0.043872510
      199.526     0.056018542
      223.872     0.070808766
      251.189     0.088471863
      281.838      0.10914937
      316.228      0.13288036
      354.814      0.15960818
      398.107      0.18918121
      446.684      0.22132053
      501.188      0.25559441
      562.341      0.29141275
      630.958      0.32805901
      707.946      0.36479013
      794.328      0.40092414
      891.252      0.43591467
      1000.00      0.46940241
      1122.02      0.50121407
      1258.93      0.53135037
      1412.54      0.56003385
      1584.89      0.58783563
      1778.28      0.61584758
      1995.26      0.64575750
      2238.72      0.67900739
      2511.89      0.71668137
      2818.38      0.76011136
      3162.28      0.81047286
      3548.14      0.86798101
      3981.07      0.93234251
      4466.84       1.0033903
      5011.88       1.0810056
      5623.41       1.1653999
      6309.58       1.2577826
      7079.46       1.3609348
      7943.28       1.4799572
      8912.52       1.6232085
      10000.0       1.8030080
      11220.2       2.0360074
      12589.3       2.3439063
      14125.4       2.7539783
      15848.9       3.2993040
      17782.8       4.0198469
      19952.6       4.9649884
      22387.2       6.1959625
      25118.9       7.7860849
      28183.8       9.8161784
      31622.8       12.364487
      35481.4       15.491517
      39810.7       19.223776
      44668.4       23.540423
      50118.8       28.366543
      56234.1       33.577760
      63095.8       39.022057
      70794.6       44.580391
      79432.8       50.335120
      89125.2       56.991984
      100000.       66.790189
