# Gamma-ray optical depth for source at z=0.400 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   4.7000373e-07
    0.0112202   5.4390648e-07
    0.0125893   6.2594168e-07
    0.0141254   7.1634000e-07
    0.0158489   8.1526245e-07
    0.0177828   9.2280230e-07
    0.0199526   1.0389909e-06
    0.0223872   1.1638042e-06
    0.0251189   1.2971696e-06
    0.0281838   1.4389756e-06
    0.0316228   1.5890784e-06
    0.0354813   1.7473123e-06
    0.0398107   1.9134968e-06
    0.0446684   2.0874428e-06
    0.0501187   2.2689613e-06
    0.0562341   2.4578695e-06
    0.0630957   2.6539956e-06
    0.0707946   2.8571849e-06
    0.0794328   3.0673021e-06
    0.0891251   3.2842366e-06
     0.100000   3.5079064e-06
     0.112202   3.7382596e-06
     0.125893   3.9752728e-06
     0.141254   4.2189535e-06
     0.158489   4.4693496e-06
     0.177828   4.7265709e-06
     0.199526   4.9908401e-06
     0.223872   5.2625611e-06
     0.251189   5.5424290e-06
     0.281838   5.8315660e-06
     0.316228   6.1316896e-06
     0.354813   6.4453144e-06
     0.398107   6.7759644e-06
     0.446684   7.1284118e-06
     0.501187   7.5089154e-06
     0.562341   7.9254555e-06
     0.630957   8.3879620e-06
     0.707946   8.9084941e-06
     0.794328   9.5013627e-06
     0.891251   1.0183139e-05
      1.00000   1.0972514e-05
      1.12202   1.1889956e-05
      1.25893   1.2957119e-05
      1.41254   1.4196295e-05
      1.58489   1.5630076e-05
      1.77828   1.7281430e-05
      1.99526   1.9174270e-05
      2.23872   2.1334312e-05
      2.51189   2.3789840e-05
      2.81838   2.6571724e-05
      3.16228   2.9713098e-05
      3.54813   3.3249478e-05
      3.98107   3.7240669e-05
      4.46684   4.1831875e-05
      5.01187   4.7297279e-05
      5.62341   5.4133812e-05
      6.30957   6.3063990e-05
      7.07946   7.4965360e-05
      7.94328   9.0825570e-05
      8.91251   0.00011172522
      10.0000   0.00013884459
      11.2202   0.00017345206
      12.5893   0.00021690509
      14.1254   0.00027069717
      15.8489   0.00033755709
      17.7828   0.00043041639
      19.9526   0.00059195149
      22.3872   0.00091642074
      25.1189    0.0015666857
      28.1838    0.0027778717
      31.6228    0.0048443531
      35.4813    0.0080977580
      39.8107     0.012877467
      44.6684     0.019511409
      50.1187     0.028325285
      56.2341     0.039671211
      63.0957     0.053960423
      70.7946     0.071738971
      79.4328     0.093870421
      89.1251      0.12168383
      100.000      0.15697905
      112.202      0.20193485
      125.893      0.25894351
      141.254      0.33042873
      158.489      0.41866175
      177.828      0.52561918
      199.526      0.65285678
      223.872      0.80134536
      251.189      0.97137909
      281.838       1.1625482
      316.228       1.3737513
      354.814       1.6030702
      398.107       1.8475714
      446.684       2.1032960
      501.188       2.3654605
      562.341       2.6288989
      630.958       2.8886992
      707.946       3.1407668
      794.328       3.3822154
      891.252       3.6115259
      1000.00       3.8284825
      1122.02       4.0346375
      1258.93       4.2342854
      1412.54       4.4362669
      1584.89       4.6538747
      1778.28       4.9002016
      1995.26       5.1847557
      2238.72       5.5145051
      2511.89       5.8946937
      2818.38       6.3276079
      3162.28       6.8131387
      3548.14       7.3508652
      3981.07       7.9424744
      4466.84       8.5946089
      5011.88       9.3224497
      5623.41       10.154579
      6309.58       11.140206
      7079.46       12.356929
      7943.28       13.917079
      8912.52       15.971420
      10000.0       18.712156
      11220.2       22.375457
      12589.3       27.244399
      14125.4       33.657202
      15848.9       42.017659
      17782.8       52.797524
      19952.6       66.516516
      22387.2       83.690235
      25118.9       104.75190
      28183.8       129.95657
      31622.8       159.29687
      35481.4       192.46153
      39810.7       228.90228
      44668.4       268.18645
      50118.8       311.02219
      56234.1       361.73266
      63095.8       433.33471
      70794.6       556.42468
      79432.8       792.38908
      89125.2       1249.7697
      100000.       2100.4192
