# Gamma-ray optical depth for source at z=6.000 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   9.8586474e-06
    0.0112202   1.0859828e-05
    0.0125893   1.1916608e-05
    0.0141254   1.3028250e-05
    0.0158489   1.4193930e-05
    0.0177828   1.5412752e-05
    0.0199526   1.6683803e-05
    0.0223872   1.8006184e-05
    0.0251189   1.9379029e-05
    0.0281838   2.0801553e-05
    0.0316228   2.2273048e-05
    0.0354813   2.3792931e-05
    0.0398107   2.5360753e-05
    0.0446684   2.6976229e-05
    0.0501187   2.8639345e-05
    0.0562341   3.0350534e-05
    0.0630957   3.2110968e-05
    0.0707946   3.3923022e-05
    0.0794328   3.5790878e-05
    0.0891251   3.7721289e-05
     0.100000   3.9724418e-05
     0.112202   4.1814811e-05
     0.125893   4.4012389e-05
     0.141254   4.6343495e-05
     0.158489   4.8842002e-05
     0.177828   5.1550381e-05
     0.199526   5.4520656e-05
     0.223872   5.7814995e-05
     0.251189   6.1506443e-05
     0.281838   6.5679433e-05
     0.316228   7.0429960e-05
     0.354813   7.5865329e-05
     0.398107   8.2104234e-05
     0.446684   8.9276861e-05
     0.501187   9.7525886e-05
     0.562341   0.00010700687
     0.630957   0.00011789223
     0.707946   0.00013037441
     0.794328   0.00014470029
     0.891251   0.00016139942
      1.00000   0.00018151320
      1.12202   0.00020668776
      1.25893   0.00023920776
      1.41254   0.00028201066
      1.58489   0.00033877053
      1.77828   0.00041403118
      1.99526   0.00051343919
      2.23872   0.00064372655
      2.51189   0.00081258455
      2.81838    0.0010286456
      3.16228    0.0013063911
      3.54813    0.0017235164
      3.98107    0.0025378723
      4.46684    0.0042836930
      5.01187    0.0078079663
      5.62341     0.014240466
      6.30957     0.024929951
      7.07946     0.041367587
      7.94328     0.065103731
      8.91251     0.097663982
      10.0000      0.14049014
      11.2202      0.19489669
      12.5893      0.26203718
      14.1254      0.34295650
      15.8489      0.43872590
      17.7828      0.55055717
      19.9526      0.67985985
      22.3872      0.82830740
      25.1189      0.99789248
      28.1838       1.1909756
      31.6228       1.4103400
      35.4813       1.6592190
      39.8107       1.9412767
      44.6684       2.2605150
      50.1187       2.6211968
      56.2341       3.0277278
      63.0957       3.4844838
      70.7946       3.9955575
      79.4328       4.5644831
      89.1251       5.1939683
      100.000       5.8855818
      112.202       6.6394677
      125.893       7.4540352
      141.254       8.3257541
      158.489       9.2489362
      177.828       10.215684
      199.526       11.215977
      223.872       12.238224
      251.189       13.270282
      281.838       14.300725
      316.228       15.319383
      354.814       16.316475
      398.107       17.283603
      446.684       18.216564
      501.188       19.116874
      562.341       19.992839
      630.958       20.861448
      707.946       21.749068
      794.328       22.691094
      891.252       23.732404
      1000.00       24.928196
      1122.02       26.347347
      1258.93       28.081303
      1412.54       30.258417
      1584.89       33.063324
      1778.28       36.762252
      1995.26       41.732380
      2238.72       48.494810
      2511.89       57.748438
      2818.38       74.061318
      3162.28       448.80585
      3548.14       3039.9446
      3981.07       11263.791
      4466.84       29758.283
      5011.88       64327.542
      5623.41       121814.83
      6309.58       209779.57
      7079.46       335966.65
      7943.28       507648.06
      8912.52       730920.97
      10000.0       1010082.0
      11220.2       1347171.9
      12589.3       1741692.5
      14125.4       2190596.4
      15848.9       2688426.2
      17782.8       3227657.8
      19952.6       3799160.8
      22387.2       4392670.6
      25118.9       4997349.6
      28183.8       5602241.7
      31622.8       6196725.9
      35481.4       6770899.6
      39810.7       7315823.7
      44668.4       7823768.6
      50118.8       8288298.6
      56234.1       8704336.0
      63095.8       9067949.0
      70794.6       9376446.7
      79432.8       9628563.3
      89125.2       9824070.7
      100000.       9963683.3
