# Gamma-ray optical depth for source at z=1.000 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   2.3972045e-06
    0.0112202   2.7114191e-06
    0.0125893   3.0510193e-06
    0.0141254   3.4160291e-06
    0.0158489   3.8063343e-06
    0.0177828   4.2216984e-06
    0.0199526   4.6617877e-06
    0.0223872   5.1261933e-06
    0.0251189   5.6144488e-06
    0.0281838   6.1260582e-06
    0.0316228   6.6605081e-06
    0.0354813   7.2172959e-06
    0.0398107   7.7959417e-06
    0.0446684   8.3960015e-06
    0.0501187   9.0170851e-06
    0.0562341   9.6588687e-06
    0.0630957   1.0321103e-05
    0.0707946   1.1003626e-05
    0.0794328   1.1706361e-05
    0.0891251   1.2429305e-05
     0.100000   1.3172542e-05
     0.112202   1.3936328e-05
     0.125893   1.4721260e-05
     0.141254   1.5528544e-05
     0.158489   1.6360346e-05
     0.177828   1.7220211e-05
     0.199526   1.8113566e-05
     0.223872   1.9048260e-05
     0.251189   2.0035186e-05
     0.281838   2.1088928e-05
     0.316228   2.2228454e-05
     0.354813   2.3477851e-05
     0.398107   2.4867004e-05
     0.446684   2.6432245e-05
     0.501187   2.8216820e-05
     0.562341   3.0271066e-05
     0.630957   3.2652255e-05
     0.707946   3.5423907e-05
     0.794328   3.8654543e-05
     0.891251   4.2417522e-05
      1.00000   4.6792235e-05
      1.12202   5.1865337e-05
      1.25893   5.7732843e-05
      1.41254   6.4503289e-05
      1.58489   7.2301468e-05
      1.77828   8.1270328e-05
      1.99526   9.1569871e-05
      2.23872   0.00010337527
      2.51189   0.00011688018
      2.81838   0.00013240885
      3.16228   0.00015067174
      3.54813   0.00017293129
      3.98107   0.00020140066
      4.46684   0.00023907031
      5.01187   0.00028924018
      5.62341   0.00035534423
      6.30957   0.00044085677
      7.07946   0.00054952563
      7.94328   0.00068548540
      8.91251   0.00085356734
      10.0000    0.0010596471
      11.2202    0.0013139779
      12.5893    0.0016522993
      14.1254    0.0021781530
      15.8489    0.0031151012
      17.7828    0.0048621382
      19.9526    0.0080247627
      22.3872     0.013403218
      25.1189     0.021939575
      28.1838     0.034624596
      31.6228     0.052423587
      35.4813     0.076263270
      39.8107      0.10705326
      44.6684      0.14572635
      50.1187      0.19342521
      56.2341      0.25192988
      63.0957      0.32393264
      70.7946      0.41304626
      79.4328      0.52367718
      89.1251      0.66075678
      100.000      0.82938193
      112.202       1.0344430
      125.893       1.2803151
      141.254       1.5705687
      158.489       1.9076288
      177.828       2.2925799
      199.526       2.7251449
      223.872       3.2035868
      251.189       3.7244359
      281.838       4.2821155
      316.228       4.8687158
      354.814       5.4741598
      398.107       6.0868738
      446.684       6.6948403
      501.188       7.2867689
      562.341       7.8531608
      630.958       8.3870095
      707.946       8.8843811
      794.328       9.3468448
      891.252       9.7843799
      1000.00       10.219459
      1122.02       10.682695
      1258.93       11.201115
      1412.54       11.795145
      1584.89       12.483283
      1778.28       13.282016
      1995.26       14.203323
      2238.72       15.258051
      2511.89       16.460474
      2818.38       17.832619
      3162.28       19.411725
      3548.14       21.262393
      3981.07       23.493365
      4466.84       26.280054
      5011.88       29.884094
      5623.41       34.667419
      6309.58       41.103633
      7079.46       49.788912
      7943.28       61.448218
      8912.52       76.927082
      10000.0       97.164970
      11220.2       123.14541
      12589.3       155.81799
      14125.4       196.00513
      15848.9       244.30544
      17782.8       301.05113
      19952.6       366.46400
      22387.2       441.42640
      25118.9       529.85749
      28183.8       644.51174
      31622.8       818.81307
      35481.4       1127.2281
      39810.7       1714.8843
      44668.4       2833.6163
      50118.8       4876.9628
      56234.1       8403.4959
      63095.8       14137.790
      70794.6       22941.219
      79432.8       35753.163
      89125.2       53507.394
      100000.       77037.132
