# Gamma-ray optical depth for source at z=0.100 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   6.7765060e-08
    0.0112202   7.9496204e-08
    0.0125893   9.2777486e-08
    0.0141254   1.0769339e-07
    0.0158489   1.2431384e-07
    0.0177828   1.4269323e-07
    0.0199526   1.6287053e-07
    0.0223872   1.8486979e-07
    0.0251189   2.0870103e-07
    0.0281838   2.3436188e-07
    0.0316228   2.6183888e-07
    0.0354813   2.9110971e-07
    0.0398107   3.2214478e-07
    0.0446684   3.5490891e-07
    0.0501187   3.8936337e-07
    0.0562341   4.2546750e-07
    0.0630957   4.6318016e-07
    0.0707946   5.0246123e-07
    0.0794328   5.4327243e-07
    0.0891251   5.8557881e-07
     0.100000   6.2934966e-07
     0.112202   6.7455930e-07
     0.125893   7.2118753e-07
     0.141254   7.6922061e-07
     0.158489   8.1865129e-07
     0.177828   8.6947841e-07
     0.199526   9.2170922e-07
     0.223872   9.7536161e-07
     0.251189   1.0304715e-06
     0.281838   1.0871037e-06
     0.316228   1.1453694e-06
     0.354813   1.2054526e-06
     0.398107   1.2676421e-06
     0.446684   1.3323730e-06
     0.501187   1.4002719e-06
     0.562341   1.4722050e-06
     0.630957   1.5493290e-06
     0.707946   1.6331401e-06
     0.794328   1.7255206e-06
     0.891251   1.8287785e-06
      1.00000   1.9456735e-06
      1.12202   2.0794235e-06
      1.25893   2.2336787e-06
      1.41254   2.4124518e-06
      1.58489   2.6200032e-06
      1.77828   2.8606727e-06
      1.99526   3.1387159e-06
      2.23872   3.4581840e-06
      2.51189   3.8229414e-06
      2.81838   4.2368668e-06
      3.16228   4.7040452e-06
      3.54813   5.2287434e-06
      3.98107   5.8154409e-06
      4.46684   6.4688682e-06
      5.01187   7.1990447e-06
      5.62341   8.0342583e-06
      6.30957   9.0242253e-06
      7.07946   1.0260136e-05
      7.94328   1.1870454e-05
      8.91251   1.4007878e-05
      10.0000   1.6853552e-05
      11.2202   2.0616980e-05
      12.5893   2.5538314e-05
      14.1254   3.1877668e-05
      15.8489   3.9906353e-05
      17.7828   4.9910248e-05
      19.9526   6.2477087e-05
      22.3872   8.1855501e-05
      25.1189   0.00012191899
      28.1838   0.00020920470
      31.6228   0.00038501501
      35.4813   0.00070480446
      39.8107    0.0012334040
      44.6684    0.0020402594
      50.1187    0.0031933397
      56.2341    0.0047576279
      63.0957    0.0068020576
      70.7946    0.0094094368
      79.4328     0.012684220
      89.1251     0.016773793
      100.000     0.021926616
      112.202     0.028514175
      125.893     0.037004325
      141.254     0.047941476
      158.489     0.061907190
      177.828     0.079475640
      199.526      0.10117712
      223.872      0.12746878
      251.189      0.15870645
      281.838      0.19508789
      316.228      0.23663549
      354.814      0.28321233
      398.107      0.33451326
      446.684      0.39000607
      501.188      0.44889518
      562.341      0.51011835
      630.958      0.57244022
      707.946      0.63461427
      794.328      0.69552845
      891.252      0.75433014
      1000.00      0.81048310
      1122.02      0.86376774
      1258.93      0.91425738
      1412.54      0.96246374
      1584.89       1.0095228
      1778.28       1.0576229
      1995.26       1.1097140
      2238.72       1.1681295
      2511.89       1.2347922
      2818.38       1.3120025
      3162.28       1.4013134
      3548.14       1.5027054
      3981.07       1.6157279
      4466.84       1.7401133
      5011.88       1.8757277
      5623.41       2.0233393
      6309.58       2.1857261
      7079.46       2.3686011
      7943.28       2.5821174
      8912.52       2.8424486
      10000.0       3.1728313
      11220.2       3.6043227
      12589.3       4.1769526
      14125.4       4.9404483
      15848.9       5.9547016
      17782.8       7.2922093
      19952.6       9.0426779
      22387.2       11.316514
      25118.9       14.243232
      28183.8       17.960775
      31622.8       22.595444
      35481.4       28.234824
      39810.7       34.900987
      44668.4       42.530874
      50118.8       50.970138
      56234.1       59.989847
      63095.8       69.343627
      70794.6       78.926565
      79432.8       89.199945
      89125.2       102.18600
      100000.       123.45322
