# Gamma-ray optical depth for source at z=0.050 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   3.0418412e-08
    0.0112202   3.5757800e-08
    0.0125893   4.1823352e-08
    0.0141254   4.8658468e-08
    0.0158489   5.6299787e-08
    0.0177828   6.4776598e-08
    0.0199526   7.4110722e-08
    0.0223872   8.4316674e-08
    0.0251189   9.5401968e-08
    0.0281838   1.0736787e-07
    0.0316228   1.2020998e-07
    0.0354813   1.3391924e-07
    0.0398107   1.4848276e-07
    0.0446684   1.6388456e-07
    0.0501187   1.8010665e-07
    0.0562341   1.9712975e-07
    0.0630957   2.1493409e-07
    0.0707946   2.3350010e-07
    0.0794328   2.5280887e-07
    0.0891251   2.7284290e-07
     0.100000   2.9358651e-07
     0.112202   3.1502634e-07
     0.125893   3.3715144e-07
     0.141254   3.5995394e-07
     0.158489   3.8342906e-07
     0.177828   4.0757488e-07
     0.199526   4.3239323e-07
     0.223872   4.5789036e-07
     0.251189   4.8407975e-07
     0.281838   5.1098615e-07
     0.316228   5.3865258e-07
     0.354813   5.6715138e-07
     0.398107   5.9659801e-07
     0.446684   6.2716968e-07
     0.501187   6.5912599e-07
     0.562341   6.9283162e-07
     0.630957   7.2878059e-07
     0.707946   7.6761974e-07
     0.794328   8.1017193e-07
     0.891251   8.5745619e-07
      1.00000   9.1070266e-07
      1.12202   9.7135995e-07
      1.25893   1.0410886e-06
      1.41254   1.1217350e-06
      1.58489   1.2152856e-06
      1.77828   1.3237928e-06
      1.99526   1.4492898e-06
      2.23872   1.5937195e-06
      2.51189   1.7589060e-06
      2.81838   1.9466133e-06
      3.16228   2.1586541e-06
      3.54813   2.3969056e-06
      3.98107   2.6633221e-06
      4.46684   2.9599246e-06
      5.01187   3.2899513e-06
      5.62341   3.6638767e-06
      6.30957   4.1012721e-06
      7.07946   4.6375351e-06
      7.94328   5.3282255e-06
      8.91251   6.2395944e-06
      10.0000   7.4516217e-06
      11.2202   9.0582165e-06
      12.5893   1.1168505e-05
      14.1254   1.3903909e-05
      15.8489   1.7391739e-05
      17.7828   2.1765039e-05
      19.9526   2.7198260e-05
      22.3872   3.4964284e-05
      25.1189   5.0301778e-05
      28.1838   8.4268805e-05
      31.6228   0.00015459086
      35.4813   0.00028608955
      39.8107   0.00050860262
      44.6684   0.00085485821
      50.1187    0.0013576948
      56.2341    0.0020482901
      63.0957    0.0029586716
      70.7946    0.0041264824
      79.4328    0.0055991664
      89.1251    0.0074403911
      100.000    0.0097555465
      112.202     0.012710433
      125.893     0.016520558
      141.254     0.021441971
      158.489     0.027755083
      177.828     0.035742842
      199.526     0.045672467
      223.872     0.057779554
      251.189     0.072257309
      281.838     0.089228240
      316.228      0.10873025
      354.814      0.13072158
      398.107      0.15508237
      446.684      0.18158879
      501.188      0.20989084
      562.341      0.23950767
      630.958      0.26984904
      707.946      0.30029797
      794.328      0.33028454
      891.252      0.35934697
      1000.00      0.38717817
      1122.02      0.41362531
      1258.93      0.43868007
      1412.54      0.46251154
      1584.89      0.48557419
      1778.28      0.50873205
      1995.26      0.53336511
      2238.72      0.56068120
      2511.89      0.59157352
      2818.38      0.62713188
      3162.28      0.66837637
      3548.14      0.71554465
      3981.07      0.76839332
      4466.84      0.82677909
      5011.88      0.89060034
      5623.41      0.95999041
      6309.58       1.0358652
      7079.46       1.1204126
      7943.28       1.2176822
      8912.52       1.3343610
      10000.0       1.4803715
      11220.2       1.6691676
      12589.3       1.9183318
      14125.4       2.2500294
      15848.9       2.6912078
      17782.8       3.2744144
      19952.6       4.0398437
      22387.2       5.0374082
      25118.9       6.3271472
      28183.8       7.9757918
      31622.8       10.048786
      35481.4       12.597962
      39810.7       15.648010
      44668.4       19.185105
      50118.8       23.150724
      56234.1       27.444562
      63095.8       31.940785
      70794.6       36.533273
      79432.8       41.261985
      89125.2       46.634206
      100000.       54.330018
