# Gamma-ray optical depth for source at z=0.080 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   5.2041794e-08
    0.0112202   6.1100368e-08
    0.0125893   7.1369527e-08
    0.0141254   8.2917706e-08
    0.0158489   9.5801989e-08
    0.0177828   1.1006729e-07
    0.0199526   1.2574630e-07
    0.0223872   1.4285987e-07
    0.0251189   1.6141758e-07
    0.0281838   1.8141909e-07
    0.0316228   2.0285506e-07
    0.0354813   2.2570895e-07
    0.0398107   2.4995823e-07
    0.0446684   2.7557574e-07
    0.0501187   3.0253128e-07
    0.0562341   3.3079296e-07
    0.0630957   3.6032830e-07
    0.0707946   3.9110545e-07
    0.0794328   4.2309391e-07
    0.0891251   4.5626562e-07
     0.100000   4.9059579e-07
     0.112202   5.2606348e-07
     0.125893   5.6265199e-07
     0.141254   6.0034964e-07
     0.158489   6.3914990e-07
     0.177828   6.7905098e-07
     0.199526   7.2005750e-07
     0.223872   7.6218199e-07
     0.251189   8.0545020e-07
     0.281838   8.4990887e-07
     0.316228   8.9563864e-07
     0.354813   9.4277377e-07
     0.398107   9.9152649e-07
     0.446684   1.0422188e-06
     0.501187   1.0953175e-06
     0.562341   1.1514718e-06
     0.630957   1.2115535e-06
     0.707946   1.2766956e-06
     0.794328   1.3483294e-06
     0.891251   1.4282168e-06
      1.00000   1.5184722e-06
      1.12202   1.6215707e-06
      1.25893   1.7403317e-06
      1.41254   1.8778684e-06
      1.58489   2.0375035e-06
      1.77828   2.2226405e-06
      1.99526   2.4366293e-06
      2.23872   2.6826615e-06
      2.51189   2.9637598e-06
      2.81838   3.2829140e-06
      3.16228   3.6432471e-06
      3.54813   4.0480135e-06
      3.98107   4.5006201e-06
      4.46684   5.0046158e-06
      5.01187   5.5667364e-06
      5.62341   6.2072137e-06
      6.30957   6.9622440e-06
      7.07946   7.8982344e-06
      7.94328   9.1125919e-06
      8.91251   1.0721138e-05
      10.0000   1.2862293e-05
      11.2202   1.5696916e-05
      12.5893   1.9410562e-05
      14.1254   2.4206218e-05
      15.8489   3.0295810e-05
      17.7828   3.7901795e-05
      19.9526   4.7395001e-05
      22.3872   6.1577103e-05
      25.1189   9.0432313e-05
      28.1838   0.00015376695
      31.6228   0.00028275864
      35.4813   0.00051999743
      39.8107   0.00091578635
      44.6684    0.0015245431
      50.1187    0.0024000139
      56.2341    0.0035933616
      63.0957    0.0051581686
      70.7946    0.0071583008
      79.4328    0.0096742570
      89.1251     0.012817134
      100.000     0.016773556
      112.202     0.021828466
      125.893     0.028344873
      141.254     0.036748820
      158.489     0.047499883
      177.828     0.061055679
      199.526     0.077842596
      223.872     0.098231548
      251.189      0.12251789
      281.838      0.15087527
      316.228      0.18333864
      354.814      0.21981533
      398.107      0.26008230
      446.684      0.30374057
      501.188      0.35018385
      562.341      0.39859250
      630.958      0.44799285
      707.946      0.49738959
      794.328      0.54588164
      891.252      0.59276301
      1000.00      0.63757956
      1122.02      0.68012777
      1258.93      0.72043718
      1412.54      0.75885943
      1584.89      0.79622700
      1778.28      0.83414383
      1995.26      0.87492638
      2238.72      0.92047111
      2511.89      0.97226468
      2818.38       1.0321288
      3162.28       1.1014790
      3548.14       1.1804355
      3981.07       1.2686173
      4466.84       1.3658088
      5011.88       1.4718698
      5623.41       1.5872379
      6309.58       1.7138258
      7079.46       1.8557660
      7943.28       2.0205115
      8912.52       2.2201010
      10000.0       2.4720461
      11220.2       2.7998787
      12589.3       3.2340941
      14125.4       3.8127930
      15848.9       4.5820081
      17782.8       5.5973934
      19952.6       6.9277801
      22387.2       8.6582313
      25118.9       10.889592
      28183.8       13.731176
      31622.8       17.285984
      35481.4       21.629670
      39810.7       26.788913
      44668.4       32.724580
      50118.8       39.324682
      56234.1       46.413873
      63095.8       53.789814
      70794.6       61.324378
      79432.8       69.240285
      89125.2       78.782359
      100000.       93.611427
