# Gamma-ray optical depth for source at z=2.800 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   8.8834631e-06
    0.0112202   9.8113901e-06
    0.0125893   1.0792572e-05
    0.0141254   1.1826315e-05
    0.0158489   1.2911823e-05
    0.0177828   1.4048226e-05
    0.0199526   1.5234626e-05
    0.0223872   1.6470136e-05
    0.0251189   1.7753903e-05
    0.0281838   1.9085155e-05
    0.0316228   2.0463210e-05
    0.0354813   2.1887528e-05
    0.0398107   2.3357716e-05
    0.0446684   2.4873519e-05
    0.0501187   2.6434821e-05
    0.0562341   2.8041730e-05
    0.0630957   2.9694799e-05
    0.0707946   3.1395442e-05
    0.0794328   3.3146494e-05
    0.0891251   3.4952956e-05
     0.100000   3.6822867e-05
     0.112202   3.8768271e-05
     0.125893   4.0806284e-05
     0.141254   4.2960253e-05
     0.158489   4.5260958e-05
     0.177828   4.7747798e-05
     0.199526   5.0470003e-05
     0.223872   5.3487371e-05
     0.251189   5.6871155e-05
     0.281838   6.0704801e-05
     0.316228   6.5084141e-05
     0.354813   7.0117015e-05
     0.398107   7.5923053e-05
     0.446684   8.2633419e-05
     0.501187   9.0391396e-05
     0.562341   9.9352498e-05
     0.630957   0.00010968832
     0.707946   0.00012158985
     0.794328   0.00013527215
     0.891251   0.00015098013
      1.00000   0.00016899237
      1.12202   0.00018962118
      1.25893   0.00021321293
      1.41254   0.00024022391
      1.58489   0.00027167906
      1.77828   0.00030966716
      1.99526   0.00035795243
      2.23872   0.00042213444
      2.51189   0.00050852853
      2.81838   0.00062384364
      3.16228   0.00077496790
      3.54813   0.00096920422
      3.98107    0.0012148525
      4.46684    0.0015210528
      5.01187    0.0018987063
      5.62341    0.0023629978
      6.30957    0.0029666300
      7.07946    0.0039095181
      7.94328    0.0056692581
      8.91251    0.0090981208
      10.0000     0.015453514
      11.2202     0.026331637
      12.5893     0.043548509
      14.1254     0.068979007
      15.8489      0.10440261
      17.7828      0.15143198
      19.9526      0.21150679
      22.3872      0.28591268
      25.1189      0.37588192
      28.1838      0.48299729
      31.6228      0.60959373
      35.4813      0.75885556
      39.8107      0.93475061
      44.6684       1.1418725
      50.1187       1.3852624
      56.2341       1.6702187
      63.0957       2.0021391
      70.7946       2.3863435
      79.4328       2.8277743
      89.1251       3.3306954
      100.000       3.8984205
      112.202       4.5330743
      125.893       5.2351622
      141.254       6.0031142
      158.489       6.8327990
      177.828       7.7172339
      199.526       8.6466525
      223.872       9.6086704
      251.189       10.588711
      281.838       11.570412
      316.228       12.536226
      354.814       13.468447
      398.107       14.351146
      446.684       15.173018
      501.188       15.930594
      562.341       16.631633
      630.958       17.293454
      707.946       17.939656
      794.328       18.599740
      891.252       19.310124
      1000.00       20.111701
      1122.02       21.047081
      1258.93       22.160459
      1412.54       23.501206
      1584.89       25.133152
      1778.28       27.151941
      1995.26       29.711017
      2238.72       33.056797
      2511.89       37.569401
      2818.38       43.804080
      3162.28       52.523860
      3548.14       64.716119
      3981.07       81.586452
      4466.84       104.52154
      5011.88       135.01037
      5623.41       174.56250
      6309.58       227.92707
      7079.46       315.04826
      7943.28       487.26028
      8912.52       864.65022
      10000.0       1701.0810
      11220.2       3477.1095
      12589.3       7010.7408
      14125.4       13563.413
      15848.9       24908.240
      17782.8       43329.208
      19952.6       71531.447
      22387.2       112459.10
      25118.9       169046.99
      28183.8       243934.10
      31622.8       339188.87
      35481.4       456085.81
      39810.7       594947.44
      44668.4       755090.83
      50118.8       934843.39
      56234.1       1131645.6
      63095.8       1342213.9
      70794.6       1562717.6
      79432.8       1788999.7
      89125.2       2016763.8
      100000.       2241766.4
