# Gamma-ray optical depth for source at z=0.030 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   1.7330389e-08
    0.0112202   2.0389974e-08
    0.0125893   2.3870739e-08
    0.0141254   2.7798828e-08
    0.0158489   3.2196486e-08
    0.0177828   3.7081684e-08
    0.0199526   4.2468010e-08
    0.0223872   4.8364732e-08
    0.0251189   5.4776959e-08
    0.0281838   6.1706062e-08
    0.0316228   6.9149992e-08
    0.0354813   7.7103893e-08
    0.0398107   8.5560549e-08
    0.0446684   9.4510860e-08
    0.0501187   1.0394443e-07
    0.0562341   1.1385005e-07
    0.0630957   1.2421613e-07
    0.0707946   1.3503113e-07
    0.0794328   1.4628386e-07
    0.0891251   1.5796387e-07
     0.100000   1.7006175e-07
     0.112202   1.8256941e-07
     0.125893   1.9548013e-07
     0.141254   2.0878898e-07
     0.158489   2.2249281e-07
     0.177828   2.3659019e-07
     0.199526   2.5108179e-07
     0.223872   2.6597076e-07
     0.251189   2.8126419e-07
     0.281838   2.9697524e-07
     0.316228   3.1312687e-07
     0.354813   3.2975796e-07
     0.398107   3.4693098e-07
     0.446684   3.6474256e-07
     0.501187   3.8333535e-07
     0.562341   4.0291112e-07
     0.630957   4.2374497e-07
     0.707946   4.4619909e-07
     0.794328   4.7073645e-07
     0.891251   4.9793293e-07
      1.00000   5.2848658e-07
      1.12202   5.6322279e-07
      1.25893   6.0309185e-07
      1.41254   6.4915544e-07
      1.58489   7.0256195e-07
      1.77828   7.6450506e-07
      1.99526   8.3617326e-07
      2.23872   9.1870525e-07
      2.51189   1.0131659e-06
      2.81838   1.1205698e-06
      3.16228   1.2419450e-06
      3.54813   1.3783494e-06
      3.98107   1.5308791e-06
      4.46684   1.7006668e-06
      5.01187   1.8893482e-06
      5.62341   2.1023696e-06
      6.30957   2.3503197e-06
      7.07946   2.6520297e-06
      7.94328   3.0384738e-06
      8.91251   3.5467875e-06
      10.0000   4.2220490e-06
      11.2202   5.1176607e-06
      12.5893   6.2959412e-06
      14.1254   7.8270559e-06
      15.8489   9.7849818e-06
      17.7828   1.2246804e-05
      19.9526   1.5303835e-05
      22.3872   1.9561097e-05
      25.1189   2.7776267e-05
      28.1838   4.6043126e-05
      31.6228   8.4269003e-05
      35.4813   0.00015653683
      39.8107   0.00028000644
      44.6684   0.00047366187
      50.1187   0.00075677292
      56.2341    0.0011476557
      63.0957    0.0016648892
      70.7946    0.0023300805
      79.4328    0.0031704540
      89.1251    0.0042220204
      100.000    0.0055434816
      112.202    0.0072288412
      125.893    0.0094021832
      141.254     0.012212096
      158.489     0.015823005
      177.828     0.020402354
      199.526     0.026109742
      223.872     0.033087180
      251.189     0.041453058
      281.838     0.051285982
      316.228     0.062614982
      354.814     0.075421697
      398.107     0.089642093
      446.684      0.10515256
      501.188      0.12175547
      562.341      0.13917666
      630.958      0.15707233
      707.946      0.17507678
      794.328      0.19284793
      891.252      0.21010250
      1000.00      0.22664747
      1122.02      0.24238162
      1258.93      0.25728915
      1412.54      0.27145293
      1584.89      0.28511970
      1778.28      0.29875360
      1995.26      0.31314221
      2238.72      0.32901275
      2511.89      0.34689095
      2818.38      0.36739967
      3162.28      0.39118839
      3548.14      0.41847519
      3981.07      0.44912229
      4466.84      0.48303692
      5011.88      0.52015753
      5623.41      0.56052018
      6309.58      0.60456617
      7079.46      0.65345324
      7943.28      0.70936999
      8912.52      0.77598856
      10000.0      0.85883446
      11220.2      0.96545085
      12589.3       1.1057521
      14125.4       1.2923137
      15848.9       1.5405044
      17782.8       1.8688916
      19952.6       2.3003734
      22387.2       2.8634475
      25118.9       3.5926938
      28183.8       4.5271590
      31622.8       5.7061099
      35481.4       7.1620634
      39810.7       8.9127701
      44668.4       10.954155
      50118.8       13.255983
      56234.1       15.762561
      63095.8       18.400510
      70794.6       21.100598
      79432.8       23.859089
      89125.2       26.897731
      100000.       31.027237
