# Gamma-ray optical depth for source at z=0.010 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   5.4621483e-09
    0.0112202   6.4321575e-09
    0.0125893   7.5373769e-09
    0.0141254   8.7865267e-09
    0.0158489   1.0187089e-08
    0.0177828   1.1745170e-08
    0.0199526   1.3465450e-08
    0.0223872   1.5351202e-08
    0.0251189   1.7404324e-08
    0.0281838   1.9625478e-08
    0.0316228   2.2014188e-08
    0.0354813   2.4569031e-08
    0.0398107   2.7287788e-08
    0.0446684   3.0167595e-08
    0.0501187   3.3205137e-08
    0.0562341   3.6396808e-08
    0.0630957   3.9738849e-08
    0.0707946   4.3227494e-08
    0.0794328   4.6859071e-08
    0.0891251   5.0630132e-08
     0.100000   5.4537549e-08
     0.112202   5.8578605e-08
     0.125893   6.2751024e-08
     0.141254   6.7053094e-08
     0.158489   7.1483687e-08
     0.177828   7.6042214e-08
     0.199526   8.0728776e-08
     0.223872   8.5544230e-08
     0.251189   9.0490624e-08
     0.281838   9.5571814e-08
     0.316228   1.0079456e-07
     0.354813   1.0617038e-07
     0.398107   1.1171791e-07
     0.446684   1.1746619e-07
     0.501187   1.2345846e-07
     0.562341   1.2975633e-07
     0.630957   1.3644437e-07
     0.707946   1.4363460e-07
     0.794328   1.5147093e-07
     0.891251   1.6013320e-07
      1.00000   1.6984035e-07
      1.12202   1.8085239e-07
      1.25893   1.9346999e-07
      1.41254   2.0803071e-07
      1.58489   2.2490165e-07
      1.77828   2.4446679e-07
      1.99526   2.6711060e-07
      2.23872   2.9320257e-07
      2.51189   3.2308743e-07
      2.81838   3.5708898e-07
      3.16228   3.9552986e-07
      3.54813   4.3873927e-07
      3.98107   4.8705635e-07
      4.46684   5.4083162e-07
      5.01187   6.0052791e-07
      5.62341   6.6769839e-07
      6.30957   7.4550716e-07
      7.07946   8.3947868e-07
      7.94328   9.5910506e-07
      8.91251   1.1158840e-06
      10.0000   1.3238303e-06
      11.2202   1.5997244e-06
      12.5893   1.9632082e-06
      14.1254   2.4367284e-06
      15.8489   3.0440475e-06
      17.7828   3.8099036e-06
      19.9526   4.7619258e-06
      22.3872   6.0581764e-06
      25.1189   8.4972363e-06
      28.1838   1.3932101e-05
      31.6228   2.5425637e-05
      35.4813   4.7389978e-05
      39.8107   8.5282457e-05
      44.6684   0.00014519002
      50.1187   0.00023336583
      56.2341   0.00035577490
      63.0957   0.00051839640
      70.7946   0.00072810362
      79.4328   0.00099354876
      89.1251    0.0013260523
      100.000    0.0017437285
      112.202    0.0022760191
      125.893    0.0029624504
      141.254    0.0038507274
      158.489    0.0049941929
      177.828    0.0064476922
      199.526    0.0082639840
      223.872     0.010490465
      251.189     0.013167226
      281.838     0.016322028
      316.228     0.019966603
      354.814     0.024097080
      398.107     0.028694712
      446.684     0.033721858
      501.188     0.039116855
      562.341     0.044793262
      630.958     0.050640561
      707.946     0.056538791
      794.328     0.062374404
      891.252     0.068051336
      1000.00     0.073502439
      1122.02     0.078690944
      1258.93     0.083607962
      1412.54     0.088275508
      1584.89     0.092767288
      1778.28     0.097221191
      1995.26      0.10188351
      2238.72      0.10699558
      2511.89      0.11273053
      2818.38      0.11928409
      3162.28      0.12688016
      3548.14      0.13561814
      3981.07      0.14545859
      4466.84      0.15636742
      5011.88      0.16832465
      5623.41      0.18133119
      6309.58      0.19550008
      7079.46      0.21116722
      7943.28      0.22898462
      8912.52      0.25006511
      10000.0      0.27610745
      11220.2      0.30944883
      12589.3      0.35317878
      14125.4      0.41124053
      15848.9      0.48848163
      17782.8      0.59076573
      19952.6      0.72531508
      22387.2      0.90112876
      25118.9       1.1292140
      28183.8       1.4221878
      31622.8       1.7930455
      35481.4       2.2530007
      39810.7       2.8088689
      44668.4       3.4606589
      50118.8       4.1999489
      56234.1       5.0097968
      63095.8       5.8667909
      70794.6       6.7469464
      79432.8       7.6423074
      89125.2       8.6050903
      100000.       9.8511155
