# Gamma-ray optical depth for source at z=0.900 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   1.9741236e-06
    0.0112202   2.2398696e-06
    0.0125893   2.5280412e-06
    0.0141254   2.8387260e-06
    0.0158489   3.1718791e-06
    0.0177828   3.5273366e-06
    0.0199526   3.9048376e-06
    0.0223872   4.3040442e-06
    0.0251189   4.7245576e-06
    0.0281838   5.1659440e-06
    0.0316228   5.6277449e-06
    0.0354813   6.1095037e-06
    0.0398107   6.6107771e-06
    0.0446684   7.1311468e-06
    0.0501187   7.6702371e-06
    0.0562341   8.2277262e-06
    0.0630957   8.8033539e-06
    0.0707946   9.3969337e-06
    0.0794328   1.0008355e-05
    0.0891251   1.0637579e-05
     0.100000   1.1284636e-05
     0.112202   1.1949665e-05
     0.125893   1.2633008e-05
     0.141254   1.3335403e-05
     0.158489   1.4058251e-05
     0.177828   1.4803929e-05
     0.199526   1.5576215e-05
     0.223872   1.6380731e-05
     0.251189   1.7225469e-05
     0.281838   1.8121347e-05
     0.316228   1.9082803e-05
     0.354813   2.0128441e-05
     0.398107   2.1281646e-05
     0.446684   2.2571195e-05
     0.501187   2.4031754e-05
     0.562341   2.5704173e-05
     0.630957   2.7635542e-05
     0.707946   2.9878834e-05
     0.794328   3.2491827e-05
     0.891251   3.5536361e-05
      1.00000   3.9078551e-05
      1.12202   4.3189674e-05
      1.25893   4.7947532e-05
      1.41254   5.3438632e-05
      1.58489   5.9761114e-05
      1.77828   6.7027289e-05
      1.99526   7.5363993e-05
      2.23872   8.4910994e-05
      2.51189   9.5819474e-05
      2.81838   0.00010828524
      3.16228   0.00012273659
      3.54813   0.00014000039
      3.98107   0.00016154140
      4.46684   0.00018965702
      5.01187   0.00022707573
      5.62341   0.00027674115
      6.30957   0.00034167579
      7.07946   0.00042505509
      7.94328   0.00053028489
      8.91251   0.00066124683
      10.0000   0.00082251035
      11.2202    0.0010202060
      12.5893    0.0012722057
      14.1254    0.0016390383
      15.8489    0.0022681929
      17.7828    0.0034426015
      19.9526    0.0056220772
      22.3872    0.0094490514
      25.1189     0.015717205
      28.1838     0.025301726
      31.6228     0.039078983
      35.4813     0.057894175
      39.8107     0.082573072
      44.6684      0.11395238
      50.1187      0.15296742
      56.2341      0.20097043
      63.0957      0.26009240
      70.7946      0.33334234
      79.4328      0.42454959
      89.1251      0.53817394
      100.000      0.67898577
      112.202      0.85169634
      125.893       1.0606265
      141.254       1.3094541
      158.489       1.6008882
      177.828       1.9364282
      199.526       2.3162903
      223.872       2.7393741
      251.189       3.2031002
      281.838       3.7030467
      316.228       4.2326959
      354.814       4.7834223
      398.107       5.3449666
      446.684       5.9063475
      501.188       6.4569583
      562.341       6.9876668
      630.958       7.4915722
      707.946       7.9643100
      794.328       8.4050664
      891.252       8.8194701
      1000.00       9.2232064
      1122.02       9.6430434
      1258.93       10.106731
      1412.54       10.635281
      1584.89       11.245997
      1778.28       11.954778
      1995.26       12.772929
      2238.72       13.708499
      2511.89       14.771331
      2818.38       15.975974
      3162.28       17.346584
      3548.14       18.926284
      3981.07       20.789879
      4466.84       23.061506
      5011.88       25.934265
      5623.41       29.685249
      6309.58       34.685459
      7079.46       41.409458
      7943.28       50.444454
      8912.52       62.491944
      10000.0       78.358669
      11220.2       98.931730
      12589.3       125.12718
      14125.4       157.81546
      15848.9       197.72429
      17782.8       245.34674
      19952.6       300.90114
      22387.2       364.49726
      25118.9       436.93956
      28183.8       522.12227
      31622.8       632.78131
      35481.4       801.98382
      39810.7       1102.4888
      44668.4       1674.3609
      50118.8       2757.6869
      56234.1       4723.3147
      63095.8       8091.9073
      70794.6       13531.417
      79432.8       21827.836
      89125.2       33828.379
      100000.       50364.469
