# Gamma-ray optical depth for source at z=1.500 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   4.7789521e-06
    0.0112202   5.3422269e-06
    0.0125893   5.9439579e-06
    0.0141254   6.5838334e-06
    0.0158489   7.2614022e-06
    0.0177828   7.9760967e-06
    0.0199526   8.7272688e-06
    0.0223872   9.5142199e-06
    0.0251189   1.0336224e-05
    0.0281838   1.1192568e-05
    0.0316228   1.2082563e-05
    0.0354813   1.3005582e-05
    0.0398107   1.3961076e-05
    0.0446684   1.4948580e-05
    0.0501187   1.5967747e-05
    0.0562341   1.7018359e-05
    0.0630957   1.8100327e-05
    0.0707946   1.9213666e-05
    0.0794328   2.0358504e-05
    0.0891251   2.1535266e-05
     0.100000   2.2744997e-05
     0.112202   2.3989843e-05
     0.125893   2.5273630e-05
     0.141254   2.6602576e-05
     0.158489   2.7986056e-05
     0.177828   2.9437439e-05
     0.199526   3.0975033e-05
     0.223872   3.2623047e-05
     0.251189   3.4412662e-05
     0.281838   3.6383088e-05
     0.316228   3.8582585e-05
     0.354813   4.1069393e-05
     0.398107   4.3912234e-05
     0.446684   4.7190500e-05
     0.501187   5.0994198e-05
     0.562341   5.5422698e-05
     0.630957   6.0584459e-05
     0.707946   6.6597373e-05
     0.794328   7.3589549e-05
     0.891251   8.1703015e-05
      1.00000   9.1098885e-05
      1.12202   0.00010196250
      1.25893   0.00011450799
      1.41254   0.00012898108
      1.58489   0.00014565870
      1.77828   0.00016484587
      1.99526   0.00018688198
      2.23872   0.00021233291
      2.51189   0.00024246495
      2.81838   0.00027951188
      3.16228   0.00032735418
      3.54813   0.00039108911
      3.98107   0.00047603583
      4.46684   0.00058748695
      5.01187   0.00073078094
      5.62341   0.00091178337
      6.30957    0.0011371773
      7.07946    0.0014150239
      7.94328    0.0017551106
      8.91251    0.0021732775
      10.0000    0.0027211232
      11.2202    0.0035512811
      12.5893    0.0049972184
      14.1254    0.0076522582
      15.8489     0.012411724
      17.7828     0.020450547
      19.9526     0.033142676
      22.3872     0.051923529
      25.1189     0.078171248
      28.1838      0.11317475
      31.6228      0.15814992
      35.4813      0.21427661
      39.8107      0.28291159
      44.6684      0.36610987
      50.1187      0.46698097
      56.2341      0.58969777
      63.0957      0.73934162
      70.7946      0.92158686
      79.4328       1.1423250
      89.1251       1.4073280
      100.000       1.7219697
      112.202       2.0908970
      125.893       2.5176110
      141.254       3.0041879
      158.489       3.5511324
      177.828       4.1572504
      199.526       4.8193059
      223.872       5.5315733
      251.189       6.2855581
      281.838       7.0699290
      316.228       7.8709806
      354.814       8.6733670
      398.107       9.4611225
      446.684       10.218945
      501.188       10.933505
      562.341       11.595268
      630.958       12.201618
      707.946       12.759589
      794.328       13.289951
      891.252       13.825825
      1000.00       14.401374
      1122.02       15.045535
      1258.93       15.785255
      1412.54       16.647356
      1584.89       17.656726
      1778.28       18.837962
      1995.26       20.218272
      2238.72       21.833957
      2511.89       23.744033
      2818.38       26.048772
      3162.28       28.913376
      3548.14       32.600449
      3981.07       37.502274
      4466.84       44.169261
      5011.88       53.328444
      5623.41       65.893039
      6309.58       82.954940
      7079.46       105.74438
      7943.28       135.55188
      8912.52       173.61344
      10000.0       220.99462
      11220.2       278.53707
      12589.3       347.04571
      14125.4       428.29280
      15848.9       528.14787
      17782.8       664.41436
      19952.6       883.15179
      22387.2       1287.4080
      25118.9       2080.1380
      28183.8       3617.9066
      31622.8       6465.4271
      35481.4       11435.666
      39810.7       19598.377
      44668.4       32245.966
      50118.8       50812.064
      56234.1       76751.921
      63095.8       111402.03
      70794.6       155836.03
      79432.8       210745.23
      89125.2       276349.39
      100000.       352355.63
