# Gamma-ray optical depth for source at z=1.100 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   2.8482306e-06
    0.0112202   3.2124213e-06
    0.0125893   3.6048793e-06
    0.0141254   4.0255607e-06
    0.0158489   4.4742800e-06
    0.0177828   4.9507280e-06
    0.0199526   5.4544998e-06
    0.0223872   5.9851181e-06
    0.0251189   6.5420531e-06
    0.0281838   7.1247523e-06
    0.0316228   7.7326533e-06
    0.0354813   8.3652146e-06
    0.0398107   9.0219280e-06
    0.0446684   9.7023314e-06
    0.0501187   1.0406028e-05
    0.0562341   1.1132703e-05
    0.0630957   1.1882125e-05
    0.0707946   1.2654167e-05
    0.0794328   1.3448787e-05
    0.0891251   1.4266022e-05
     0.100000   1.5106038e-05
     0.112202   1.5969277e-05
     0.125893   1.6856703e-05
     0.141254   1.7770163e-05
     0.158489   1.8712829e-05
     0.177828   1.9689704e-05
     0.199526   2.0708219e-05
     0.223872   2.1778864e-05
     0.251189   2.2915903e-05
     0.281838   2.4138119e-05
     0.316228   2.5469598e-05
     0.354813   2.6940542e-05
     0.398107   2.8587995e-05
     0.446684   3.0456500e-05
     0.501187   3.2598473e-05
     0.562341   3.5074235e-05
     0.630957   3.7951540e-05
     0.707946   4.1304682e-05
     0.794328   4.5213353e-05
     0.891251   4.9763455e-05
      1.00000   5.5049010e-05
      1.12202   6.1173821e-05
      1.25893   6.8254734e-05
      1.41254   7.6425732e-05
      1.58489   8.5841580e-05
      1.77828   9.6678228e-05
      1.99526   0.00010913113
      2.23872   0.00012341327
      2.51189   0.00013978491
      2.81838   0.00015878611
      3.16228   0.00018149101
      3.54813   0.00020978897
      3.98107   0.00024671017
      4.46684   0.00029588820
      5.01187   0.00036112786
      5.62341   0.00044629988
      6.30957   0.00055537907
      7.07946   0.00069277455
      7.94328   0.00086349049
      8.91251    0.0010734925
      10.0000    0.0013305036
      11.2202    0.0016536254
      12.5893    0.0021071175
      14.1254    0.0028535376
      15.8489    0.0042143980
      17.7828    0.0067256013
      19.9526     0.011150497
      22.3872     0.018449034
      25.1189     0.029697458
      28.1838     0.045981462
      31.6228     0.068341335
      35.4813     0.097774746
      39.8107      0.13526509
      44.6684      0.18185651
      50.1187      0.23898234
      56.2341      0.30891036
      63.0957      0.39489465
      70.7946      0.50111520
      79.4328      0.63247115
      89.1251      0.79425404
      100.000      0.99177232
      112.202       1.2299995
      125.893       1.5132733
      141.254       1.8449600
      158.489       2.2271341
      177.828       2.6604369
      199.526       3.1440735
      223.872       3.6755972
      251.189       4.2505773
      281.838       4.8622327
      316.228       5.5012822
      354.814       6.1563081
      398.107       6.8145668
      446.684       7.4631400
      501.188       8.0901321
      562.341       8.6856970
      630.958       9.2428342
      707.946       9.7588777
      794.328       10.238507
      891.252       10.696938
      1000.00       11.162521
      1122.02       11.667282
      1258.93       12.236931
      1412.54       12.892272
      1584.89       13.653137
      1778.28       14.536591
      1995.26       15.556355
      2238.72       16.726819
      2511.89       18.067769
      2818.38       19.610991
      3162.28       21.410477
      3548.14       23.557919
      3981.07       26.204608
      4466.84       29.586207
      5011.88       34.041994
      5623.41       40.028993
      6309.58       48.135391
      7079.46       59.089802
      7943.28       73.759113
      8912.52       93.124133
      10000.0       118.22965
      11220.2       150.10860
      12589.3       189.68346
      14125.4       237.67023
      15848.9       294.52218
      17782.8       360.55632
      19952.6       436.65685
      22387.2       526.50030
      25118.9       642.16736
      28183.8       815.88128
      31622.8       1120.7665
      35481.4       1701.9088
      39810.7       2815.2517
      44668.4       4867.1701
      50118.8       8443.1920
      56234.1       14313.789
      63095.8       23408.633
      70794.6       36756.237
      79432.8       55396.883
      89125.2       80278.539
      100000.       112153.77
