# Gamma-ray optical depth for source at z=2.200 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   7.5463545e-06
    0.0112202   8.3634106e-06
    0.0125893   9.2296831e-06
    0.0141254   1.0144572e-05
    0.0158489   1.1107360e-05
    0.0177828   1.2117240e-05
    0.0199526   1.3173360e-05
    0.0223872   1.4274856e-05
    0.0251189   1.5420881e-05
    0.0281838   1.6610649e-05
    0.0316228   1.7843445e-05
    0.0354813   1.9118670e-05
    0.0398107   2.0435853e-05
    0.0446684   2.1794669e-05
    0.0501187   2.3194949e-05
    0.0562341   2.4636648e-05
    0.0630957   2.6119887e-05
    0.0707946   2.7645178e-05
    0.0794328   2.9213825e-05
    0.0891251   3.0828527e-05
     0.100000   3.2494111e-05
     0.112202   3.4218392e-05
     0.125893   3.6013120e-05
     0.141254   3.7895043e-05
     0.158489   3.9887040e-05
     0.177828   4.2019300e-05
     0.199526   4.4330608e-05
     0.223872   4.6869557e-05
     0.251189   4.9695709e-05
     0.281838   5.2880315e-05
     0.316228   5.6506859e-05
     0.354813   6.0671249e-05
     0.398107   6.5482031e-05
     0.446684   7.1059983e-05
     0.501187   7.7537920e-05
     0.562341   8.5059825e-05
     0.630957   9.3783368e-05
     0.707946   0.00010388218
     0.794328   0.00011555051
     0.891251   0.00012901012
      1.00000   0.00014451598
      1.12202   0.00016235874
      1.25893   0.00018286396
      1.41254   0.00020638933
      1.58489   0.00023334566
      1.77828   0.00026451657
      1.99526   0.00030167537
      2.23872   0.00034791116
      2.51189   0.00040845325
      2.81838   0.00048972880
      3.16228   0.00059820918
      3.54813   0.00074042442
      3.98107   0.00092321548
      4.46684    0.0011541127
      5.01187    0.0014416619
      5.62341    0.0017963353
      6.30957    0.0022305765
      7.07946    0.0027686604
      7.94328    0.0035024294
      8.91251    0.0046972264
      10.0000    0.0068984669
      11.2202     0.011011658
      12.5893     0.018308893
      14.1254     0.030357210
      15.8489     0.048894858
      17.7828     0.075664331
      19.9526      0.11229206
      22.3872      0.16026649
      25.1189      0.22094578
      28.1838      0.29559649
      31.6228      0.38567234
      35.4813      0.49334719
      39.8107      0.62177946
      44.6684      0.77507347
      50.1187      0.95814808
      56.2341       1.1764823
      63.0957       1.4358279
      70.7946       1.7419496
      79.4328       2.1004166
      89.1251       2.5163288
      100.000       2.9939344
      112.202       3.5363119
      125.893       4.1451410
      141.254       4.8204588
      158.489       5.5601618
      177.828       6.3595839
      199.526       7.2111741
      223.872       8.1044038
      251.189       9.0261469
      281.838       9.9610545
      316.228       10.892185
      354.814       11.801780
      398.107       12.672400
      446.684       13.488927
      501.188       14.241597
      562.341       14.929277
      630.958       15.563767
      707.946       16.169111
      794.328       16.774976
      891.252       17.413359
      1000.00       18.118874
      1122.02       18.928517
      1258.93       19.879874
      1412.54       21.011015
      1584.89       22.362960
      1778.28       23.987695
      1995.26       25.962475
      2238.72       28.413566
      2511.89       31.551308
      2818.38       35.709898
      3162.28       41.383953
      3548.14       49.261200
      3981.07       60.245346
      4466.84       75.460444
      5011.88       96.223840
      5623.41       123.98191
      6309.58       160.20438
      7079.46       206.29625
      7943.28       264.38868
      8912.52       339.50645
      10000.0       445.53770
      11220.2       620.06076
      12589.3       953.80283
      14125.4       1640.1605
      15848.9       3045.4903
      17782.8       5792.3548
      19952.6       10838.028
      22387.2       19523.351
      25118.9       33569.312
      28183.8       55005.383
      31622.8       86031.480
      35481.4       128830.74
      39810.7       185355.42
      44668.4       257126.85
      50118.8       345064.29
      56234.1       449374.03
      63095.8       569506.85
      70794.6       704168.18
      79432.8       851401.17
      89125.2       1008694.5
      100000.       1173129.4
