# Gamma-ray optical depth for source at z=0.600 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   9.2985712e-07
    0.0112202   1.0669368e-06
    0.0125893   1.2174897e-06
    0.0141254   1.3817379e-06
    0.0158489   1.5598021e-06
    0.0177828   1.7517079e-06
    0.0199526   1.9573983e-06
    0.0223872   2.1767448e-06
    0.0251189   2.4095595e-06
    0.0281838   2.6556099e-06
    0.0316228   2.9146294e-06
    0.0354813   3.1863327e-06
    0.0398107   3.4704255e-06
    0.0446684   3.7666137e-06
    0.0501187   4.0746159e-06
    0.0562341   4.3941712e-06
    0.0630957   4.7250467e-06
    0.0707946   5.0670448e-06
    0.0794328   5.4200066e-06
    0.0891251   5.7838197e-06
     0.100000   6.1584209e-06
     0.112202   6.5437922e-06
     0.125893   6.9399626e-06
     0.141254   7.3470380e-06
     0.158489   7.7652604e-06
     0.177828   8.1951040e-06
     0.199526   8.6374322e-06
     0.223872   9.0936873e-06
     0.251189   9.5661420e-06
     0.281838   1.0058183e-05
     0.316228   1.0574635e-05
     0.354813   1.1122118e-05
     0.398107   1.1709422e-05
     0.446684   1.2347898e-05
     0.501187   1.3051836e-05
     0.562341   1.3838815e-05
     0.630957   1.4729979e-05
     0.707946   1.5750184e-05
     0.794328   1.6927962e-05
     0.891251   1.8295246e-05
      1.00000   1.9886692e-05
      1.12202   2.1738727e-05
      1.25893   2.3889256e-05
      1.41254   2.6378018e-05
      1.58489   2.9247290e-05
      1.77828   3.2542903e-05
      1.99526   3.6315727e-05
      2.23872   4.0622693e-05
      2.51189   4.5526420e-05
      2.81838   5.1094631e-05
      3.16228   5.7401992e-05
      3.54813   6.4581284e-05
      3.98107   7.2932598e-05
      4.46684   8.3002913e-05
      5.01187   9.5760757e-05
      5.62341   0.00011254391
      6.30957   0.00013491736
      7.07946   0.00016460109
      7.94328   0.00020342177
      8.91251   0.00025332705
      10.0000   0.00031641552
      11.2202   0.00039499809
      12.5893   0.00049178471
      14.1254   0.00061216529
      15.8489   0.00077839748
      17.7828    0.0010575160
      19.9526    0.0015923189
      22.3872    0.0026309713
      25.1189    0.0045373069
      28.1838    0.0077753575
      31.6228     0.012875839
      35.4813     0.020386959
      39.8107     0.030842538
      44.6684     0.044767925
      50.1187     0.062709054
      56.2341     0.085274226
      63.0957      0.11326741
      70.7946      0.14795677
      79.4328      0.19125041
      89.1251      0.24571107
      100.000      0.31446107
      112.202      0.40095200
      125.893      0.50867896
      141.254      0.64092672
      158.489      0.80055524
      177.828      0.98979406
      199.526       1.2100410
      223.872       1.4617302
      251.189       1.7443339
      281.838       2.0562971
      316.228       2.3948499
      354.814       2.7558001
      398.107       3.1334572
      446.684       3.5209040
      501.188       3.9105743
      562.341       4.2951169
      630.958       4.6682482
      707.946       5.0253298
      794.328       5.3636904
      891.252       5.6825119
      1000.00       5.9839099
      1122.02       6.2748543
      1258.93       6.5702633
      1412.54       6.8907749
      1584.89       7.2545763
      1778.28       7.6748977
      1995.26       8.1624531
      2238.72       8.7247393
      2511.89       9.3652785
      2818.38       10.086447
      3162.28       10.891413
      3548.14       11.786726
      3981.07       12.787564
      4466.84       13.924165
      5011.88       15.249815
      5623.41       16.853000
      6309.58       18.869577
      7079.46       21.491039
      7943.28       24.970388
      8912.52       29.626889
      10000.0       35.850104
      11220.2       44.104598
      12589.3       54.936087
      14125.4       68.972116
      15848.9       86.901576
      17782.8       109.42589
      19952.6       137.17937
      22387.2       170.62558
      25118.9       209.95735
      28183.8       255.04396
      31622.8       305.54765
      35481.4       361.51450
      39810.7       425.10555
      44668.4       504.66575
      50118.8       622.72639
      56234.1       829.40417
      63095.8       1221.4150
      70794.6       1964.5356
      79432.8       3314.7197
      89125.2       5630.9208
      100000.       9372.9136
