# Gamma-ray optical depth for source at z=1.800 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   6.0779016e-06
    0.0112202   6.7642535e-06
    0.0125893   7.4945408e-06
    0.0141254   8.2683019e-06
    0.0158489   9.0849451e-06
    0.0177828   9.9437730e-06
    0.0199526   1.0844023e-05
    0.0223872   1.1784900e-05
    0.0251189   1.2765601e-05
    0.0281838   1.3785362e-05
    0.0316228   1.4843463e-05
    0.0354813   1.5939275e-05
    0.0398107   1.7072267e-05
    0.0446684   1.8242026e-05
    0.0501187   1.9448283e-05
    0.0562341   2.0690919e-05
    0.0630957   2.1969922e-05
    0.0707946   2.3285425e-05
    0.0794328   2.4637877e-05
    0.0891251   2.6028432e-05
     0.100000   2.7459489e-05
     0.112202   2.8935360e-05
     0.125893   3.0463050e-05
     0.141254   3.2053144e-05
     0.158489   3.3720761e-05
     0.177828   3.5486576e-05
     0.199526   3.7377953e-05
     0.223872   3.9430084e-05
     0.251189   4.1687210e-05
     0.281838   4.4203739e-05
     0.316228   4.7045185e-05
     0.354813   5.0288725e-05
     0.398107   5.4022871e-05
     0.446684   5.8347832e-05
     0.501187   6.3375877e-05
     0.562341   6.9229624e-05
     0.630957   7.6042986e-05
     0.707946   8.3961562e-05
     0.794328   9.3145548e-05
     0.891251   0.00010377610
      1.00000   0.00011606155
      1.12202   0.00013024204
      1.25893   0.00014659254
      1.41254   0.00016542214
      1.58489   0.00018707158
      1.77828   0.00021192130
      1.99526   0.00024062284
      2.23872   0.00027465308
      2.51189   0.00031659792
      2.81838   0.00037096374
      3.16228   0.00044354997
      3.54813   0.00054038104
      3.98107   0.00066745649
      4.46684   0.00083086517
      5.01187    0.0010372452
      5.62341    0.0012944743
      6.30957    0.0016115241
      7.07946    0.0019997799
      7.94328    0.0024773918
      8.91251    0.0031054600
      10.0000    0.0040670131
      11.2202    0.0057586501
      12.5893    0.0088758416
      14.1254     0.014450814
      15.8489     0.023818198
      17.7828     0.038521560
      19.9526     0.060160709
      22.3872     0.090263846
      25.1189      0.13024748
      28.1838      0.18142530
      31.6228      0.24504316
      35.4813      0.32249554
      39.8107      0.41584701
      44.6684      0.52818317
      50.1187      0.66363867
      56.2341      0.82725489
      63.0957       1.0246931
      70.7946       1.2618856
      79.4328       1.5447136
      89.1251       1.8787688
      100.000       2.2690502
      112.202       2.7195638
      125.893       3.2329697
      141.254       3.8104270
      158.489       4.4513793
      177.828       5.1531716
      199.526       5.9106582
      223.872       6.7157984
      251.189       7.5576522
      281.838       8.4226756
      316.228       9.2952941
      354.814       10.158702
      398.107       10.995889
      446.684       11.791036
      501.188       12.531332
      562.341       13.210095
      630.958       13.830060
      707.946       14.407325
      794.328       14.970977
      891.252       15.554804
      1000.00       16.190946
      1122.02       16.910513
      1258.93       17.745227
      1412.54       18.726196
      1584.89       19.884511
      1778.28       21.253837
      1995.26       22.876882
      2238.72       24.818967
      2511.89       27.189913
      2818.38       30.172076
      3162.28       34.055715
      3548.14       39.275337
      3981.07       46.443190
      4466.84       56.371328
      5011.88       70.077580
      5623.41       88.770411
      6309.58       113.79960
      7079.46       146.56022
      7943.28       188.36750
      8912.52       240.40745
      10000.0       303.96949
      11220.2       381.55558
      12589.3       480.50262
      14125.4       622.09912
      15848.9       860.61199
      17782.8       1316.8733
      19952.6       2228.5499
      22387.2       4013.3263
      25118.9       7333.8005
      28183.8       13146.023
      31622.8       22712.503
      35481.4       37565.630
      39810.7       59415.704
      44668.4       90014.968
      50118.8       130991.56
      56234.1       183681.56
      63095.8       248983.64
      70794.6       327247.27
      79432.8       418220.64
      89125.2       521042.14
      100000.       634287.60
