# Gamma-ray optical depth for source at z=0.020 (for KS18 EBL Q18 model with CMB)
# column1: Observed photon energy in GeV  & column2: Gamma-ray optical depth
    0.0100000   1.1189322e-08
    0.0112202   1.3170551e-08
    0.0125893   1.5426219e-08
    0.0141254   1.7973688e-08
    0.0158489   2.0827797e-08
    0.0177828   2.4000590e-08
    0.0199526   2.7501244e-08
    0.0223872   3.1336093e-08
    0.0251189   3.5508725e-08
    0.0281838   4.0020254e-08
    0.0316228   4.4869525e-08
    0.0354813   5.0053511e-08
    0.0398107   5.5567604e-08
    0.0446684   6.1405933e-08
    0.0501187   6.7561743e-08
    0.0562341   7.4027724e-08
    0.0630957   8.0796283e-08
    0.0707946   8.7859842e-08
    0.0794328   9.5211026e-08
    0.0891251   1.0284293e-07
     0.100000   1.1074933e-07
     0.112202   1.1892480e-07
     0.125893   1.2736488e-07
     0.141254   1.3606620e-07
     0.158489   1.4502661e-07
     0.177828   1.5424504e-07
     0.199526   1.6372180e-07
     0.223872   1.7345880e-07
     0.251189   1.8346043e-07
     0.281838   1.9373486e-07
     0.316228   2.0429645e-07
     0.354813   2.1516952e-07
     0.398107   2.2639335e-07
     0.446684   2.3802887e-07
     0.501187   2.5016643e-07
     0.562341   2.6293428e-07
     0.630957   2.7650790e-07
     0.707946   2.9111896e-07
     0.794328   3.0706435e-07
     0.891251   3.2471425e-07
      1.00000   3.4451827e-07
      1.12202   3.6700925e-07
      1.25893   3.9280197e-07
      1.41254   4.2258497e-07
      1.58489   4.5710501e-07
      1.77828   4.9714077e-07
      1.99526   5.4346966e-07
      2.23872   5.9683762e-07
      2.51189   6.5794126e-07
      2.81838   7.2743956e-07
      3.16228   8.0599480e-07
      3.54813   8.9428580e-07
      3.98107   9.9301399e-07
      4.46684   1.1029043e-06
      5.01187   1.2249553e-06
      5.62341   1.3625149e-06
      6.30957   1.5222414e-06
      7.07946   1.7158651e-06
      7.94328   1.9631239e-06
      8.91251   2.2877826e-06
      10.0000   2.7187607e-06
      11.2202   3.2904904e-06
      12.5893   4.0432453e-06
      14.1254   5.0225842e-06
      15.8489   6.2768092e-06
      17.7828   7.8561191e-06
      19.9526   9.8179859e-06
      22.3872   1.2518099e-05
      25.1189   1.7664027e-05
      28.1838   2.9121238e-05
      31.6228   5.3224721e-05
      35.4813   9.9041918e-05
      39.8107   0.00017770276
      44.6684   0.00030157139
      50.1187   0.00048327364
      56.2341   0.00073482850
      63.0957    0.0010683532
      70.7946    0.0014978598
      79.4328    0.0020409968
      89.1251    0.0027209708
      100.000    0.0035752735
      112.202    0.0046644154
      125.893    0.0060689403
      141.254    0.0078856754
      158.489     0.010222331
      177.828     0.013189120
      199.526     0.016891577
      223.872     0.021424051
      251.189     0.026865798
      281.838     0.033270584
      316.228     0.040659745
      354.814     0.049023340
      398.107     0.058321475
      446.684     0.068475672
      501.188     0.079358965
      562.341     0.090794296
      630.958      0.10255743
      707.946      0.11440745
      794.328      0.12611770
      891.252      0.13749838
      1000.00      0.14841857
      1122.02      0.15880802
      1258.93      0.16865260
      1412.54      0.17800159
      1584.89      0.18701018
      1778.28      0.19596923
      1995.26      0.20538588
      2238.72      0.21574222
      2511.89      0.22738480
      2818.38      0.24071538
      3162.28      0.25617374
      3548.14      0.27393110
      3981.07      0.29390149
      4466.84      0.31602035
      5011.88      0.34024729
      5623.41      0.36659421
      6309.58      0.39531938
      7079.46      0.42714080
      7943.28      0.46343274
      8912.52      0.50652059
      10000.0      0.55992864
      11220.2      0.62848611
      12589.3      0.71855857
      14125.4      0.83824558
      15848.9      0.99747411
      17782.8       1.2082432
      19952.6       1.4853406
      22387.2       1.8471839
      25118.9       2.3162128
      28183.8       2.9179608
      31622.8       3.6784189
      35481.4       4.6195684
      39810.7       5.7541088
      44668.4       7.0807158
      50118.8       8.5809730
      56234.1       10.219512
      63095.8       11.948604
      70794.6       13.721189
      79432.8       15.527521
      89125.2       17.491762
      100000.       20.094944
