## EBL from Khaire & Srianand 2018; Q16 Model with alpha=-1.6 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     8.999560e-37
 1.122019e-08     1.310623e-36
 1.258925e-08     1.889776e-36
 1.412538e-08     2.683665e-36
 1.584893e-08     3.745577e-36
 1.778279e-08     5.136788e-36
 1.995263e-08     6.927587e-36
 2.238721e-08     9.198458e-36
 2.511887e-08     1.204158e-35
 2.818382e-08     1.556235e-35
 3.162278e-08     1.988152e-35
 3.548135e-08     2.513735e-35
 3.981071e-08     3.148853e-35
 4.466837e-08     3.911757e-35
 5.011870e-08     4.823434e-35
 5.623413e-08     5.908120e-35
 6.309576e-08     7.193763e-35
 7.079456e-08     8.712658e-35
 7.943284e-08     1.050221e-34
 8.912505e-08     1.260563e-34
 1.000000e-07     1.507305e-34
 1.122019e-07     1.796249e-34
 1.258925e-07     2.134111e-34
 1.412538e-07     2.528691e-34
 1.584892e-07     2.989006e-34
 1.778279e-07     3.525532e-34
 1.995263e-07     4.150393e-34
 2.238721e-07     4.877639e-34
 2.511887e-07     5.723575e-34
 2.818382e-07     6.707071e-34
 3.162278e-07     7.850032e-34
 3.548136e-07     9.177816e-34
 3.981071e-07     1.071981e-33
 4.466837e-07     1.251011e-33
 5.011870e-07     1.458816e-33
 5.623413e-07     1.699979e-33
 6.309576e-07     1.979799e-33
 7.079456e-07     2.304420e-33
 7.943284e-07     2.680970e-33
 8.912505e-07     3.117696e-33
 1.000000e-06     3.624170e-33
 1.122019e-06     4.211474e-33
 1.258925e-06     4.892442e-33
 1.412538e-06     5.681976e-33
 1.584893e-06     6.597306e-33
 1.778279e-06     7.658432e-33
 1.995263e-06     8.888519e-33
 2.238721e-06     1.031439e-32
 2.511887e-06     1.196717e-32
 2.818382e-06     1.388286e-32
 3.162278e-06     1.610327e-32
 3.548136e-06     1.867678e-32
 3.981071e-06     2.165944e-32
 4.466837e-06     2.511628e-32
 5.011870e-06     2.912254e-32
 5.623413e-06     3.376557e-32
 6.309576e-06     3.914644e-32
 7.079456e-06     4.538227e-32
 7.943284e-06     5.260895e-32
 8.912505e-06     6.098368e-32
 1.000000e-05     7.068893e-32
 1.122019e-05     8.193591e-32
 1.258925e-05     9.496926e-32
 1.412538e-05     1.100730e-31
 1.584893e-05     1.275755e-31
 1.778279e-05     1.478579e-31
 1.995263e-05     1.713617e-31
 2.238721e-05     1.985980e-31
 2.511887e-05     2.301600e-31
 2.818382e-05     2.667339e-31
 3.162278e-05     3.091162e-31
 3.548135e-05     3.582289e-31
 3.981071e-05     4.151402e-31
 4.466837e-05     4.810892e-31
 5.011870e-05     5.575098e-31
 5.623413e-05     6.460662e-31
 6.309577e-05     7.486848e-31
 7.079457e-05     8.675966e-31
 7.943284e-05     1.005391e-30
 8.912505e-05     1.165064e-30
 1.000000e-04     1.350092e-30
 1.122018e-04     1.564499e-30
 1.258926e-04     1.812872e-30
 1.412538e-04     2.097760e-30
 1.584893e-04     2.425261e-30
 1.778279e-04     2.803023e-30
 1.995262e-04     3.240092e-30
 2.238722e-04     3.747048e-30
 2.511887e-04     4.336223e-30
 2.818383e-04     5.022029e-30
 3.162278e-04     5.821356e-30
 3.548134e-04     6.754055e-30
 3.981073e-04     7.843525e-30
 4.466837e-04     9.117380e-30
 5.011873e-04     1.060827e-29
 5.623413e-04     1.235484e-29
 6.309572e-04     1.440284e-29
 7.079460e-04     1.680654e-29
 7.943284e-04     1.963024e-29
 8.912510e-04     2.295031e-29
 1.000000e-03     2.685745e-29
 1.122018e-03     3.145939e-29
 1.258926e-03     3.688435e-29
 1.412538e-03     4.328467e-29
 1.584893e-03     5.084181e-29
 1.778279e-03     5.977189e-29
 1.995262e-03     7.033236e-29
 2.238722e-03     8.283016e-29
 2.511887e-03     9.763112e-29
 2.818383e-03     1.151720e-28
 3.162278e-03     1.359739e-28
 3.548133e-03     1.606588e-28
 3.981073e-03     1.899703e-28
 4.466837e-03     2.247961e-28
 5.011873e-03     2.661978e-28
 5.623413e-03     3.154463e-28
 6.309573e-03     3.740656e-28
 7.079460e-03     4.438904e-28
 7.943284e-03     5.271411e-28
 8.912510e-03     6.265278e-28
 1.000000e-02     7.453866e-28
 1.122019e-02     8.878574e-28
 1.258925e-02     1.059101e-27
 1.412538e-02     1.265569e-27
 1.584894e-02     1.515280e-27
 1.778279e-02     1.818140e-27
 1.995263e-02     2.186272e-27
 2.238721e-02     2.634329e-27
 2.511887e-02     3.179859e-27
 2.818385e-02     3.843663e-27
 3.162277e-02     4.650205e-27
 3.548136e-02     5.628168e-27
 3.981071e-02     6.810974e-27
 4.466837e-02     8.237674e-27
 5.011876e-02     9.953816e-27
 5.623413e-02     1.201270e-26
 6.309576e-02     1.447692e-26
 7.079456e-02     1.742010e-26
 7.943284e-02     2.092926e-26
 8.912515e-02     2.510737e-26
 1.000000e-01     3.007658e-26
 1.122019e-01     3.598353e-26
 1.258925e-01     4.292382e-26
 1.412538e-01     5.084459e-26
 1.584894e-01     5.966020e-26
 1.778279e-01     6.927028e-26
 1.995263e-01     7.957215e-26
 2.238721e-01     9.046796e-26
 2.511887e-01     1.018693e-25
 2.818385e-01     1.136983e-25
 3.162278e-01     1.258879e-25
 3.548135e-01     1.383821e-25
 3.981071e-01     1.511348e-25
 4.466837e-01     1.641098e-25
 5.011876e-01     1.772794e-25
 5.623413e-01     1.906240e-25
 6.309576e-01     2.041317e-25
 7.079456e-01     2.177965e-25
 7.943284e-01     2.316183e-25
 8.912515e-01     2.456013e-25
 1.000000e+00     2.597534e-25
 1.122019e+00     2.740859e-25
 1.258925e+00     2.886119e-25
 1.412538e+00     3.033468e-25
 1.584894e+00     3.182657e-25
 1.778279e+00     3.328668e-25
 1.995263e+00     3.474886e-25
 2.238721e+00     3.625416e-25
 2.511887e+00     3.784417e-25
 2.818385e+00     3.955978e-25
 3.162278e+00     4.144221e-25
 3.548136e+00     4.353559e-25
 3.981071e+00     4.588971e-25
 4.466837e+00     4.856334e-25
 5.011876e+00     5.162724e-25
 5.623413e+00     5.516759e-25
 6.309576e+00     5.928246e-25
 7.079456e+00     6.392500e-25
 7.943284e+00     6.928712e-25
 8.912516e+00     7.561729e-25
 1.000000e+01     8.320187e-25
 1.122019e+01     9.236479e-25
 1.258925e+01     1.034718e-24
 1.412538e+01     1.169389e-24
 1.584894e+01     1.332385e-24
 1.778279e+01     1.529039e-24
 1.995263e+01     1.765265e-24
 2.238721e+01     2.047407e-24
 2.511887e+01     2.381941e-24
 2.818385e+01     2.774942e-24
 3.162278e+01     3.231299e-24
 3.548135e+01     3.753622e-24
 3.981071e+01     4.340918e-24
 4.466837e+01     4.978076e-24
 5.011876e+01     5.676915e-24
 5.623413e+01     6.398744e-24
 6.309576e+01     7.235634e-24
 7.079456e+01     8.174149e-24
 7.943284e+01     9.218526e-24
 8.912515e+01     1.038575e-23
 1.000000e+02     1.179650e-23
 1.120000e+02     1.341073e-23
 1.250000e+02     1.517651e-23
 1.400000e+02     1.716197e-23
 1.550000e+02     1.912341e-23
 1.650000e+02     2.041097e-23
 1.750000e+02     2.163961e-23
 1.850000e+02     2.281409e-23
 1.900000e+02     2.338973e-23
 1.950000e+02     2.395910e-23
 2.000000e+02     2.453939e-23
 2.050000e+02     2.518267e-23
 2.100000e+02     2.596222e-23
 2.150000e+02     2.704644e-23
 2.180000e+02     2.800395e-23
 2.210000e+02     2.934147e-23
 2.240000e+02     3.115437e-23
 2.260000e+02     3.281867e-23
 2.270000e+02     3.384461e-23
 2.275000e+02     3.440824e-23
 2.278400e+02     3.480754e-23
 2.380000e+02     4.131797e-23
 2.500000e+02     4.875924e-23
 2.700000e+02     6.055359e-23
 2.900000e+02     7.210815e-23
 3.035000e+02     7.946587e-23
 3.037800e+02     1.114843e-22
 3.045000e+02     1.117440e-22
 3.060000e+02     1.123693e-22
 3.080000e+02     1.132003e-22
 3.100000e+02     1.139914e-22
 3.120000e+02     1.148171e-22
 3.150000e+02     1.160519e-22
 3.200000e+02     1.182810e-22
 3.250000e+02     1.199306e-22
 3.300000e+02     1.216882e-22
 3.400000e+02     1.249399e-22
 3.600000e+02     1.310168e-22
 3.800000e+02     1.364055e-22
 4.050000e+02     1.435273e-22
 4.250000e+02     1.494113e-22
 4.500000e+02     1.584699e-22
 4.650000e+02     1.637112e-22
 4.750000e+02     1.684986e-22
 4.820000e+02     1.715156e-22
 4.870000e+02     1.734930e-22
 4.910000e+02     1.750244e-22
 4.950000e+02     1.765625e-22
 4.980000e+02     1.777206e-22
 5.000000e+02     1.784977e-22
 5.020000e+02     1.792803e-22
 5.039800e+02     1.800795e-22
 5.100000e+02     1.832403e-22
 5.250000e+02     1.922191e-22
 5.600000e+02     2.101304e-22
 6.000000e+02     2.315884e-22
 6.500000e+02     2.591330e-22
 7.000000e+02     2.893469e-22
 7.500000e+02     3.215975e-22
 8.000000e+02     3.559961e-22
 8.300000e+02     3.791440e-22
 8.600000e+02     4.044396e-22
 8.800000e+02     4.234436e-22
 8.900000e+02     4.325771e-22
 8.960000e+02     4.397931e-22
 9.000000e+02     4.439138e-22
 9.030000e+02     4.470266e-22
 9.060000e+02     4.501596e-22
 9.090000e+02     4.533123e-22
 9.117800e+02     4.562516e-22
