## EBL from Khaire & Srianand 2018; Q16 Model with alpha=-1.6 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     8.341513e-37
 1.122019e-08     1.214947e-36
 1.258925e-08     1.752927e-36
 1.412538e-08     2.492155e-36
 1.584893e-08     3.483417e-36
 1.778279e-08     4.785078e-36
 1.995263e-08     6.464055e-36
 2.238721e-08     8.596949e-36
 2.511887e-08     1.127148e-35
 2.818382e-08     1.458795e-35
 3.162278e-08     1.866126e-35
 3.548135e-08     2.362298e-35
 3.981071e-08     2.962406e-35
 4.466837e-08     3.683812e-35
 5.011870e-08     4.546474e-35
 5.623413e-08     5.573434e-35
 6.309576e-08     6.791262e-35
 7.079456e-08     8.230653e-35
 7.943284e-08     9.927156e-35
 8.912505e-08     1.192184e-34
 1.000000e-07     1.426233e-34
 1.122019e-07     1.700376e-34
 1.258925e-07     2.020995e-34
 1.412538e-07     2.395501e-34
 1.584892e-07     2.832460e-34
 1.778279e-07     3.341826e-34
 1.995263e-07     3.935118e-34
 2.238721e-07     4.625684e-34
 2.511887e-07     5.429017e-34
 2.818382e-07     6.363044e-34
 3.162278e-07     7.448578e-34
 3.548136e-07     8.709711e-34
 3.981071e-07     1.017436e-33
 4.466837e-07     1.187493e-33
 5.011870e-07     1.384890e-33
 5.623413e-07     1.613978e-33
 6.309576e-07     1.879796e-33
 7.079456e-07     2.188179e-33
 7.943284e-07     2.545901e-33
 8.912505e-07     2.960795e-33
 1.000000e-06     3.441959e-33
 1.122019e-06     3.999919e-33
 1.258925e-06     4.646872e-33
 1.412538e-06     5.396974e-33
 1.584893e-06     6.266597e-33
 1.778279e-06     7.274743e-33
 1.995263e-06     8.443422e-33
 2.238721e-06     9.798118e-33
 2.511887e-06     1.136840e-32
 2.818382e-06     1.318849e-32
 3.162278e-06     1.529810e-32
 3.548136e-06     1.774319e-32
 3.981071e-06     2.057702e-32
 4.466837e-06     2.386139e-32
 5.011870e-06     2.766777e-32
 5.623413e-06     3.207916e-32
 6.309576e-06     3.719159e-32
 7.079456e-06     4.311634e-32
 7.943284e-06     4.998252e-32
 8.912505e-06     5.793949e-32
 1.000000e-05     6.716062e-32
 1.122019e-05     7.784659e-32
 1.258925e-05     9.022983e-32
 1.412538e-05     1.045802e-31
 1.584893e-05     1.212097e-31
 1.778279e-05     1.404805e-31
 1.995263e-05     1.628120e-31
 2.238721e-05     1.886898e-31
 2.511887e-05     2.186776e-31
 2.818382e-05     2.534273e-31
 3.162278e-05     2.936958e-31
 3.548135e-05     3.403590e-31
 3.981071e-05     3.944318e-31
 4.466837e-05     4.570917e-31
 5.011870e-05     5.297008e-31
 5.623413e-05     6.138405e-31
 6.309577e-05     7.113411e-31
 7.079457e-05     8.243223e-31
 7.943284e-05     9.552445e-31
 8.912505e-05     1.106954e-30
 1.000000e-04     1.282754e-30
 1.122018e-04     1.486467e-30
 1.258926e-04     1.722462e-30
 1.412538e-04     1.993355e-30
 1.584893e-04     2.304818e-30
 1.778279e-04     2.664007e-30
 1.995262e-04     3.079448e-30
 2.238722e-04     3.561155e-30
 2.511887e-04     4.120824e-30
 2.818383e-04     4.772135e-30
 3.162278e-04     5.531116e-30
 3.548134e-04     6.416598e-30
 3.981073e-04     7.450772e-30
 4.466837e-04     8.659816e-30
 5.011873e-04     1.007468e-29
 5.623413e-04     1.173199e-29
 6.309572e-04     1.367509e-29
 7.079460e-04     1.595542e-29
 7.943284e-04     1.863388e-29
 8.912510e-04     2.178283e-29
 1.000000e-03     2.548818e-29
 1.122018e-03     2.985199e-29
 1.258926e-03     3.499568e-29
 1.412538e-03     4.106354e-29
 1.584893e-03     4.822742e-29
 1.778279e-03     5.669196e-29
 1.995262e-03     6.670095e-29
 2.238722e-03     7.854502e-29
 2.511887e-03     9.257052e-29
 2.818383e-03     1.091909e-28
 3.162278e-03     1.288996e-28
 3.548133e-03     1.522854e-28
 3.981073e-03     1.800521e-28
 4.466837e-03     2.130399e-28
 5.011873e-03     2.522539e-28
 5.623413e-03     2.988966e-28
 6.309573e-03     3.544101e-28
 7.079460e-03     4.205299e-28
 7.943284e-03     4.993551e-28
 8.912510e-03     5.934455e-28
 1.000000e-02     7.059495e-28
 1.122019e-02     8.407706e-28
 1.258925e-02     1.002771e-27
 1.412538e-02     1.198027e-27
 1.584894e-02     1.434093e-27
 1.778279e-02     1.720304e-27
 1.995263e-02     2.068099e-27
 2.238721e-02     2.491316e-27
 2.511887e-02     3.006552e-27
 2.818385e-02     3.633499e-27
 3.162277e-02     4.395346e-27
 3.548136e-02     5.319298e-27
 3.981071e-02     6.437075e-27
 4.466837e-02     7.785747e-27
 5.011876e-02     9.408555e-27
 5.623413e-02     1.135608e-26
 6.309576e-02     1.368772e-26
 7.079456e-02     1.647330e-26
 7.943284e-02     1.979533e-26
 8.912515e-02     2.375138e-26
 1.000000e-01     2.845721e-26
 1.122019e-01     3.405159e-26
 1.258925e-01     4.063113e-26
 1.412538e-01     4.815953e-26
 1.584894e-01     5.656440e-26
 1.778279e-01     6.575439e-26
 1.995263e-01     7.563215e-26
 2.238721e-01     8.610264e-26
 2.511887e-01     9.707872e-26
 2.818385e-01     1.084830e-25
 3.162278e-01     1.202485e-25
 3.548135e-01     1.323190e-25
 3.981071e-01     1.446480e-25
 4.466837e-01     1.571989e-25
 5.011876e-01     1.699434e-25
 5.623413e-01     1.828610e-25
 6.309576e-01     1.959391e-25
 7.079456e-01     2.091708e-25
 7.943284e-01     2.225551e-25
 8.912515e-01     2.360953e-25
 1.000000e+00     2.497985e-25
 1.122019e+00     2.636751e-25
 1.258925e+00     2.777374e-25
 1.412538e+00     2.920000e-25
 1.584894e+00     3.064436e-25
 1.778279e+00     3.206227e-25
 1.995263e+00     3.348129e-25
 2.238721e+00     3.493788e-25
 2.511887e+00     3.647085e-25
 2.818385e+00     3.811935e-25
 3.162278e+00     3.992328e-25
 3.548136e+00     4.192517e-25
 3.981071e+00     4.417269e-25
 4.466837e+00     4.672175e-25
 5.011876e+00     4.963940e-25
 5.623413e+00     5.300711e-25
 6.309576e+00     5.691826e-25
 7.079456e+00     6.133906e-25
 7.943284e+00     6.644038e-25
 8.912516e+00     7.245051e-25
 1.000000e+01     7.963789e-25
 1.122019e+01     8.830958e-25
 1.258925e+01     9.881393e-25
 1.412538e+01     1.115478e-24
 1.584894e+01     1.269621e-24
 1.778279e+01     1.455671e-24
 1.995263e+01     1.679303e-24
 2.238721e+01     1.946638e-24
 2.511887e+01     2.263990e-24
 2.818385e+01     2.637370e-24
 3.162278e+01     3.071779e-24
 3.548135e+01     3.570238e-24
 3.981071e+01     4.132632e-24
 4.466837e+01     4.749855e-24
 5.011876e+01     5.413119e-24
 5.623413e+01     6.119753e-24
 6.309576e+01     6.932703e-24
 7.079456e+01     7.803517e-24
 7.943284e+01     8.828328e-24
 8.912515e+01     9.954882e-24
 1.000000e+02     1.132945e-23
 1.120000e+02     1.287680e-23
 1.250000e+02     1.457263e-23
 1.400000e+02     1.655711e-23
 1.550000e+02     1.844856e-23
 1.650000e+02     1.969455e-23
 1.750000e+02     2.090049e-23
 1.850000e+02     2.208998e-23
