## EBL from Khaire & Srianand 2018; Q16 Model with alpha=-1.6 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     3.846157e-44
 1.122019e-08     5.598206e-44
 1.258925e-08     7.970075e-44
 1.412538e-08     1.109891e-43
 1.584893e-08     1.515082e-43
 1.778279e-08     2.031717e-43
 1.995263e-08     2.681635e-43
 2.238721e-08     3.489733e-43
 2.511887e-08     4.484452e-43
 2.818382e-08     5.698289e-43
 3.162278e-08     7.168514e-43
 3.548135e-08     8.937894e-43
 3.981071e-08     1.105563e-42
 4.466837e-08     1.357847e-42
 5.011870e-08     1.657184e-42
 5.623413e-08     2.011145e-42
 6.309576e-08     2.428476e-42
 7.079456e-08     2.919297e-42
 7.943284e-08     3.495346e-42
 8.912505e-08     4.170192e-42
 1.000000e-07     4.959587e-42
 1.122019e-07     5.881763e-42
 1.258925e-07     6.957844e-42
 1.412538e-07     8.212354e-42
 1.584892e-07     9.673653e-42
 1.778279e-07     1.137470e-41
 1.995263e-07     1.335361e-41
 2.238721e-07     1.565459e-41
 2.511887e-07     1.832891e-41
 2.818382e-07     2.143593e-41
 3.162278e-07     2.504454e-41
 3.548136e-07     2.923449e-41
 3.981071e-07     3.409818e-41
 4.466837e-07     3.974286e-41
 5.011870e-07     4.629260e-41
 5.623413e-07     5.389143e-41
 6.309576e-07     6.270605e-41
 7.079456e-07     7.292963e-41
 7.943284e-07     8.478631e-41
 8.912505e-07     9.853538e-41
 1.000000e-06     1.144779e-40
 1.122019e-06     1.329622e-40
 1.258925e-06     1.543919e-40
 1.412538e-06     1.792356e-40
 1.584893e-06     2.080351e-40
 1.778279e-06     2.414190e-40
 1.995263e-06     2.801158e-40
 2.238721e-06     3.249688e-40
 2.511887e-06     3.769567e-40
 2.818382e-06     4.372116e-40
 3.162278e-06     5.070480e-40
 3.548136e-06     5.879867e-40
 3.981071e-06     6.817901e-40
 4.466837e-06     7.905033e-40
 5.011870e-06     9.164918e-40
 5.623413e-06     1.062502e-39
 6.309576e-06     1.231711e-39
 7.079456e-06     1.427802e-39
 7.943284e-06     1.655047e-39
 8.912505e-06     1.918388e-39
 1.000000e-05     2.223564e-39
 1.122019e-05     2.577214e-39
 1.258925e-05     2.987031e-39
 1.412538e-05     3.461944e-39
 1.584893e-05     4.012277e-39
 1.778279e-05     4.650014e-39
 1.995263e-05     5.389036e-39
 2.238721e-05     6.245414e-39
 2.511887e-05     7.237794e-39
 2.818382e-05     8.387758e-39
 3.162278e-05     9.720346e-39
 3.548135e-05     1.126454e-38
