## EBL from Khaire & Srianand 2018; Q16 Model with alpha=-1.6 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     1.345097e-44
 1.122019e-08     1.957610e-44
 1.258925e-08     2.786343e-44
 1.412538e-08     3.879163e-44
 1.584893e-08     5.294035e-44
 1.778279e-08     7.097682e-44
 1.995263e-08     9.366245e-44
 2.238721e-08     1.218650e-43
 2.511887e-08     1.565761e-43
 2.818382e-08     1.989284e-43
 3.162278e-08     2.502213e-43
 3.548135e-08     3.119458e-43
 3.981071e-08     3.858171e-43
 4.466837e-08     4.738138e-43
 5.011870e-08     5.782169e-43
 5.623413e-08     7.016658e-43
 6.309576e-08     8.472102e-43
 7.079456e-08     1.018379e-42
 7.943284e-08     1.219264e-42
 8.912505e-08     1.454596e-42
 1.000000e-07     1.729869e-42
 1.122019e-07     2.051438e-42
 1.258925e-07     2.426669e-42
 1.412538e-07     2.864113e-42
 1.584892e-07     3.373658e-42
 1.778279e-07     3.966794e-42
 1.995263e-07     4.656815e-42
 2.238721e-07     5.459131e-42
 2.511887e-07     6.391619e-42
 2.818382e-07     7.474977e-42
 3.162278e-07     8.733223e-42
 3.548136e-07     1.019416e-41
 3.981071e-07     1.189002e-41
 4.466837e-07     1.385818e-41
 5.011870e-07     1.614191e-41
 5.623413e-07     1.879142e-41
 6.309576e-07     2.186484e-41
 7.079456e-07     2.542952e-41
 7.943284e-07     2.956361e-41
 8.912505e-07     3.435752e-41
 1.000000e-06     3.991621e-41
 1.122019e-06     4.636115e-41
 1.258925e-06     5.383306e-41
 1.412538e-06     6.249531e-41
 1.584893e-06     7.253680e-41
 1.778279e-06     8.417676e-41
 1.995263e-06     9.766916e-41
 2.238721e-06     1.133080e-40
 2.511887e-06     1.314346e-40
 2.818382e-06     1.524436e-40
 3.162278e-06     1.767934e-40
 3.548136e-06     2.050142e-40
 3.981071e-06     2.377205e-40
 4.466837e-06     2.756254e-40
 5.011870e-06     3.195536e-40
 5.623413e-06     3.704625e-40
 6.309576e-06     4.294605e-40
 7.079456e-06     4.978312e-40
 7.943284e-06     5.770643e-40
 8.912505e-06     6.688831e-40
 1.000000e-05     7.752882e-40
 1.122019e-05     8.985947e-40
 1.258925e-05     1.041485e-39
 1.412538e-05     1.207072e-39
 1.584893e-05     1.398955e-39
 1.778279e-05     1.621314e-39
 1.995263e-05     1.878987e-39
 2.238721e-05     2.177579e-39
 2.511887e-05     2.523590e-39
 2.818382e-05     2.924546e-39
 3.162278e-05     3.389177e-39
 3.548135e-05     3.927588e-39
 3.981071e-05     4.551492e-39
 4.466837e-05     5.274473e-39
 5.011870e-05     6.112249e-39
 5.623413e-05     7.083063e-39
 6.309577e-05     8.208033e-39
 7.079457e-05     9.511617e-39
 7.943284e-05     1.102220e-38
 8.912505e-05     1.277263e-38
 1.000000e-04     1.480102e-38
 1.122018e-04     1.715145e-38
 1.258926e-04     1.987151e-38
 1.412538e-04     2.293662e-38
 1.584893e-04     2.648000e-38
 1.778279e-04     3.059587e-38
 1.995262e-04     3.538312e-38
 2.238722e-04     4.095679e-38
 2.511887e-04     4.745229e-38
 2.818383e-04     5.502943e-38
 3.162278e-04     6.387686e-38
 3.548134e-04     7.421743e-38
 3.981073e-04     8.631474e-38
 4.466837e-04     1.004806e-37
 5.011873e-04     1.170842e-37
 5.623413e-04     1.365632e-37
 6.309572e-04     1.594364e-37
 7.079460e-04     1.863199e-37
 7.943284e-04     2.179441e-37
 8.912510e-04     2.551778e-37
 1.000000e-03     2.990533e-37
 1.122018e-03     3.507984e-37
 1.258926e-03     4.118749e-37
 1.412538e-03     4.840217e-37
 1.584893e-03     5.693113e-37
 1.778279e-03     6.702141e-37
