## EBL from Khaire & Srianand 2018; Q16 Model with alpha=-1.6 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     3.428095e-37
 1.122019e-08     4.984611e-37
 1.258925e-08     7.140005e-37
 1.412538e-08     1.003216e-36
 1.584893e-08     1.382422e-36
 1.778279e-08     1.870613e-36
 1.995263e-08     2.489665e-36
 2.238721e-08     3.264626e-36
 2.511887e-08     4.224156e-36
 2.818382e-08     5.401008e-36
 3.162278e-08     6.832712e-36
 3.548135e-08     8.562289e-36
 3.981071e-08     1.063918e-35
 4.466837e-08     1.312035e-35
 5.011870e-08     1.607140e-35
 5.623413e-08     1.956821e-35
 6.309576e-08     2.369838e-35
 7.079456e-08     2.856323e-35
 7.943284e-08     3.428021e-35
 8.912505e-08     4.098510e-35
 1.000000e-07     4.883549e-35
 1.122019e-07     5.801372e-35
 1.258925e-07     6.873108e-35
 1.412538e-07     8.123286e-35
 1.584892e-07     9.580268e-35
 1.778279e-07     1.127702e-34
 1.995263e-07     1.325166e-34
 2.238721e-07     1.554840e-34
 2.511887e-07     1.821851e-34
 2.818382e-07     2.132138e-34
 3.162278e-07     2.492589e-34
 3.548136e-07     2.911181e-34
 3.981071e-07     3.397157e-34
 4.466837e-07     3.961243e-34
 5.011870e-07     4.615848e-34
 5.623413e-07     5.375378e-34
 6.309576e-07     6.256509e-34
 7.079456e-07     7.278560e-34
 7.943284e-07     8.463952e-34
 8.912505e-07     9.838619e-34
 1.000000e-06     1.143267e-33
 1.122019e-06     1.328096e-33
 1.258925e-06     1.542385e-33
 1.412538e-06     1.790821e-33
 1.584893e-06     2.078824e-33
 1.778279e-06     2.412682e-33
 1.995263e-06     2.799681e-33
 2.238721e-06     3.248258e-33
 2.511887e-06     3.768198e-33
 2.818382e-06     4.370830e-33
 3.162278e-06     5.069299e-33
 3.548136e-06     5.878821e-33
 3.981071e-06     6.817021e-33
 4.466837e-06     7.904357e-33
 5.011870e-06     9.164489e-33
 5.623413e-06     1.062489e-32
 6.309576e-06     1.231734e-32
 7.079456e-06     1.427868e-32
 7.943284e-06     1.655164e-32
 8.912505e-06     1.918566e-32
 1.000000e-05     2.223813e-32
 1.122019e-05     2.577547e-32
 1.258925e-05     2.987463e-32
 1.412538e-05     3.462492e-32
 1.584893e-05     4.012962e-32
 1.778279e-05     4.650859e-32
 1.995263e-05     5.390067e-32
 2.238721e-05     6.246664e-32
 2.511887e-05     7.239299e-32
 2.818382e-05     8.389559e-32
 3.162278e-05     9.722493e-32
 3.548135e-05     1.126710e-31
 3.981071e-05     1.305696e-31
 4.466837e-05     1.513106e-31
 5.011870e-05     1.753448e-31
 5.623413e-05     2.031957e-31
 6.309577e-05     2.354691e-31
 7.079457e-05     2.728665e-31
 7.943284e-05     3.162027e-31
 8.912505e-05     3.664194e-31
 1.000000e-04     4.246104e-31
 1.122018e-04     4.920404e-31
 1.258926e-04     5.700987e-31
