## EBL from Khaire & Srianand 2018; Q16 Model with alpha=-1.6 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     2.309446e-42
 1.122019e-08     3.363349e-42
 1.258925e-08     4.792817e-42
 1.412538e-08     6.680670e-42
 1.584893e-08     9.127588e-42
 1.778279e-08     1.224974e-41
 1.995263e-08     1.617980e-41
 2.238721e-08     2.106901e-41
 2.511887e-08     2.709015e-41
 2.818382e-08     3.444062e-41
 3.162278e-08     4.334681e-41
 3.548135e-08     5.406843e-41
 3.981071e-08     6.690426e-41
 4.466837e-08     8.219890e-41
 5.011870e-08     1.003496e-40
 5.623413e-08     1.218159e-40
 6.309576e-08     1.471288e-40
 7.079456e-08     1.769029e-40
 7.943284e-08     2.118506e-40
 8.912505e-08     2.527956e-40
 1.000000e-07     3.006941e-40
 1.122019e-07     3.566530e-40
 1.258925e-07     4.219545e-40
 1.412538e-07     4.980875e-40
 1.584892e-07     5.867733e-40
 1.778279e-07     6.900126e-40
 1.995263e-07     8.101199e-40
 2.238721e-07     9.497779e-40
 2.511887e-07     1.112099e-39
 2.818382e-07     1.300688e-39
 3.162278e-07     1.519724e-39
 3.548136e-07     1.774051e-39
 3.981071e-07     2.069277e-39
 4.466837e-07     2.411912e-39
 5.011870e-07     2.809489e-39
 5.623413e-07     3.270750e-39
 6.309576e-07     3.805815e-39
 7.079456e-07     4.426411e-39
 7.943284e-07     5.146143e-39
 8.912505e-07     5.980753e-39
 1.000000e-06     6.948514e-39
 1.122019e-06     8.070576e-39
 1.258925e-06     9.371439e-39
 1.412538e-06     1.087955e-38
 1.584893e-06     1.262778e-38
 1.778279e-06     1.465433e-38
 1.995263e-06     1.700339e-38
 2.238721e-06     1.972616e-38
 2.511887e-06     2.288205e-38
 2.818382e-06     2.653979e-38
 3.162278e-06     3.077917e-38
 3.548136e-06     3.569253e-38
 3.981071e-06     4.138683e-38
 4.466837e-06     4.798624e-38
 5.011870e-06     5.563434e-38
 5.623413e-06     6.449784e-38
 6.309576e-06     7.476966e-38
 7.079456e-06     8.667332e-38
 7.943284e-06     1.004682e-37
 8.912505e-06     1.164543e-37
 1.000000e-05     1.349800e-37
 1.122019e-05     1.564483e-37
 1.258925e-05     1.813262e-37
 1.412538e-05     2.101558e-37
 1.584893e-05     2.435638e-37
 1.778279e-05     2.822777e-37
 1.995263e-05     3.271400e-37
 2.238721e-05     3.791265e-37
 2.511887e-05     4.393690e-37
 2.818382e-05     5.091776e-37
 3.162278e-05     5.900724e-37
 3.548135e-05     6.838129e-37
 3.981071e-05     7.924382e-37
 4.466837e-05     9.183134e-37
 5.011870e-05     1.064175e-36
 5.623413e-05     1.233199e-36
 6.309577e-05     1.429063e-36
 7.079457e-05     1.656024e-36
 7.943284e-05     1.919026e-36
 8.912505e-05     2.223786e-36
 1.000000e-04     2.576939e-36
 1.122018e-04     2.986164e-36
 1.258926e-04     3.459858e-36
 1.412538e-04     3.994281e-36
 1.584893e-04     4.611351e-36
 1.778279e-04     5.327867e-36
 1.995262e-04     6.161163e-36
 2.238722e-04     7.131282e-36
 2.511887e-04     8.261778e-36
 2.818383e-04     9.580444e-36
 3.162278e-04     1.112009e-35
 3.548134e-04     1.291947e-35
 3.981073e-04     1.502441e-35
 4.466837e-04     1.748913e-35
 5.011873e-04     2.037784e-35
 5.623413e-04     2.376660e-35
 6.309572e-04     2.774565e-35
 7.079460e-04     3.242203e-35
 7.943284e-04     3.792278e-35
 8.912510e-04     4.439889e-35
 1.000000e-03     5.202982e-35
 1.122018e-03     6.102897e-35
 1.258926e-03     7.165046e-35
 1.412538e-03     8.419647e-35
 1.584893e-03     9.902726e-35
