## EBL from Khaire & Srianand 2018; Q19 Model with alpha=-1.9 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     3.126516e-37
 1.122019e-08     4.545899e-37
 1.258925e-08     6.510448e-37
 1.412538e-08     9.145230e-37
 1.584893e-08     1.259840e-36
 1.778279e-08     1.704251e-36
 1.995263e-08     2.267627e-36
 2.238721e-08     2.972719e-36
 2.511887e-08     3.845557e-36
 2.818382e-08     4.915890e-36
 3.162278e-08     6.217805e-36
 3.548135e-08     7.790375e-36
 3.981071e-08     9.678510e-36
 4.466837e-08     1.193395e-35
 5.011870e-08     1.461630e-35
 5.623413e-08     1.779446e-35
 6.309576e-08     2.154803e-35
 7.079456e-08     2.596905e-35
 7.943284e-08     3.116422e-35
 8.912505e-08     3.725688e-35
 1.000000e-07     4.439018e-35
 1.122019e-07     5.272980e-35
 1.258925e-07     6.246768e-35
 1.412538e-07     7.382665e-35
 1.584892e-07     8.706438e-35
 1.778279e-07     1.024803e-34
 1.995263e-07     1.204208e-34
 2.238721e-07     1.412875e-34
 2.511887e-07     1.655462e-34
 2.818382e-07     1.937363e-34
 3.162278e-07     2.264836e-34
 3.548136e-07     2.645129e-34
 3.981071e-07     3.086639e-34
 4.466837e-07     3.599109e-34
 5.011870e-07     4.193813e-34
 5.623413e-07     4.883839e-34
 6.309576e-07     5.684334e-34
 7.079456e-07     6.612850e-34
 7.943284e-07     7.689756e-34
 8.912505e-07     8.938613e-34
 1.000000e-06     1.038678e-33
 1.122019e-06     1.206590e-33
 1.258925e-06     1.401267e-33
 1.412538e-06     1.626965e-33
 1.584893e-06     1.888607e-33
 1.778279e-06     2.191907e-33
 1.995263e-06     2.543485e-33
 2.238721e-06     2.951003e-33
 2.511887e-06     3.423352e-33
 2.818382e-06     3.970826e-33
 3.162278e-06     4.605364e-33
 3.548136e-06     5.340788e-33
 3.981071e-06     6.193114e-33
 4.466837e-06     7.180923e-33
 5.011870e-06     8.325712e-33
 5.623413e-06     9.652435e-33
 6.309576e-06     1.118997e-32
 7.079456e-06     1.297178e-32
 7.943284e-06     1.503669e-32
 8.912505e-06     1.742961e-32
 1.000000e-05     2.020268e-32
 1.122019e-05     2.341623e-32
 1.258925e-05     2.714018e-32
 1.412538e-05     3.145565e-32
 1.584893e-05     3.645648e-32
 1.778279e-05     4.225156e-32
 1.995263e-05     4.896702e-32
 2.238721e-05     5.674889e-32
 2.511887e-05     6.576665e-32
 2.818382e-05     7.621637e-32
 3.162278e-05     8.832562e-32
 3.548135e-05     1.023578e-31
 3.981071e-05     1.186180e-31
 4.466837e-05     1.374606e-31
 5.011870e-05     1.592948e-31
 5.623413e-05     1.845963e-31
 6.309577e-05     2.139156e-31
 7.079457e-05     2.478899e-31
 7.943284e-05     2.872593e-31
 8.912505e-05     3.328794e-31
 1.000000e-04     3.857438e-31
 1.122018e-04     4.470016e-31
 1.258926e-04     5.179125e-31
 1.412538e-04     5.985763e-31
 1.584893e-04     6.913740e-31
 1.778279e-04     7.987628e-31
 1.995262e-04     9.234242e-31
 2.238722e-04     1.068405e-30
 2.511887e-04     1.237239e-30
 2.818383e-04     1.434067e-30
 3.162278e-04     1.663763e-30
 3.548134e-04     1.932080e-30
 3.981073e-04     2.245812e-30
 4.466837e-04     2.612994e-30
 5.011873e-04     3.043142e-30
 5.623413e-04     3.547522e-30
 6.309572e-04     4.139489e-30
 7.079460e-04     4.834891e-30
 7.943284e-04     5.652521e-30
 8.912510e-04     6.614713e-30
 1.000000e-03     7.748005e-30
 1.122018e-03     9.083943e-30
 1.258926e-03     1.066008e-29
 1.412538e-03     1.252108e-29
 1.584893e-03     1.472013e-29
 1.778279e-03     1.732066e-29
 1.995262e-03     2.039823e-29
 2.238722e-03     2.404297e-29
 2.511887e-03     2.836233e-29
 2.818383e-03     3.348468e-29
 3.162278e-03     3.956324e-29
 3.548133e-03     4.678093e-29
 3.981073e-03     5.535651e-29
 4.466837e-03     6.555119e-29
 5.011873e-03     7.767766e-29
 5.623413e-03     9.211034e-29
 6.309573e-03     1.092989e-28
 7.079460e-03     1.297857e-28
 7.943284e-03     1.542289e-28
 8.912510e-03     1.834349e-28
 1.000000e-02     2.183989e-28
 1.122019e-02     2.603580e-28
 1.258925e-02     3.108524e-28
 1.412538e-02     3.717995e-28
 1.584894e-02     4.455654e-28
 1.778279e-02     5.350468e-28
 1.995263e-02     6.437529e-28
 2.238721e-02     7.758822e-28
 2.511887e-02     9.364196e-28
 2.818385e-02     1.131233e-27
 3.162277e-02     1.367191e-27
 3.548136e-02     1.652336e-27
 3.981071e-02     1.996043e-27
 4.466837e-02     2.409301e-27
 5.011876e-02     2.904982e-27
 5.623413e-02     3.498224e-27
 6.309576e-02     4.206908e-27
 7.079456e-02     5.052166e-27
 7.943284e-02     6.059101e-27
 8.912515e-02     7.257520e-27
 1.000000e-01     8.682900e-27
 1.122019e-01     1.037872e-26
 1.258925e-01     1.234799e-26
 1.412538e-01     1.453623e-26
 1.584894e-01     1.690479e-26
 1.778279e-01     1.942428e-26
 1.995263e-01     2.207078e-26
 2.238721e-01     2.482386e-26
 2.511887e-01     2.766581e-26
 2.818385e-01     3.058128e-26
 3.162278e-01     3.355715e-26
 3.548135e-01     3.658255e-26
 3.981071e-01     3.964871e-26
 4.466837e-01     4.274889e-26
 5.011876e-01     4.587812e-26
 5.623413e-01     4.903306e-26
 6.309576e-01     5.221175e-26
 7.079456e-01     5.541340e-26
 7.943284e-01     5.863824e-26
 8.912515e-01     6.188710e-26
 1.000000e+00     6.516130e-26
 1.122019e+00     6.846257e-26
 1.258925e+00     7.179261e-26
 1.412538e+00     7.515326e-26
 1.584894e+00     7.854606e-26
 1.778279e+00     8.197231e-26
 1.995263e+00     8.543298e-26
 2.238721e+00     8.892846e-26
 2.511887e+00     9.245865e-26
 2.818385e+00     9.602270e-26
 3.162278e+00     9.961888e-26
 3.548136e+00     1.032445e-25
 3.981071e+00     1.068951e-25
 4.466837e+00     1.105645e-25
 5.011876e+00     1.142431e-25
 5.623413e+00     1.179165e-25
 6.309576e+00     1.214964e-25
 7.079456e+00     1.240975e-25
 7.943284e+00     1.262720e-25
 8.912516e+00     1.286490e-25
 1.000000e+01     1.319890e-25
 1.122019e+01     1.365657e-25
 1.258925e+01     1.425791e-25
 1.412538e+01     1.502941e-25
 1.584894e+01     1.595950e-25
 1.778279e+01     1.708940e-25
 1.995263e+01     1.826170e-25
 2.238721e+01     1.941320e-25
 2.511887e+01     2.104382e-25
 2.818385e+01     2.260592e-25
 3.162278e+01     2.386838e-25
 3.548135e+01     2.504042e-25
 3.981071e+01     2.590646e-25
 4.466837e+01     2.652146e-25
 5.011876e+01     2.680143e-25
 5.623413e+01     2.679503e-25
 6.309576e+01     2.660574e-25
 7.079456e+01     2.630384e-25
 7.943284e+01     2.597305e-25
 8.912515e+01     2.565299e-25
 1.000000e+02     2.536297e-25
 1.120000e+02     2.511854e-25
 1.250000e+02     2.493474e-25
 1.400000e+02     2.480947e-25
 1.550000e+02     2.476173e-25
 1.650000e+02     2.476917e-25
 1.750000e+02     2.480975e-25
 1.850000e+02     2.490761e-25
 1.900000e+02     2.503996e-25
 1.950000e+02     2.533110e-25
 2.000000e+02     2.597503e-25
 2.050000e+02     2.742414e-25
 2.100000e+02     3.056294e-25
 2.150000e+02     3.716503e-25
 2.180000e+02     4.409625e-25
 2.210000e+02     5.458168e-25
 2.240000e+02     7.030398e-25
 2.260000e+02     8.482882e-25
 2.270000e+02     9.362762e-25
 2.275000e+02     9.844301e-25
 2.278400e+02     1.036758e-24
 2.380000e+02     1.066383e-23
 2.500000e+02     2.238564e-23
 2.700000e+02     3.639806e-23
 2.900000e+02     4.681873e-23
 3.035000e+02     5.243105e-23
 3.037800e+02     8.216991e-23
 3.045000e+02     8.128466e-23
 3.060000e+02     7.966470e-23
 3.080000e+02     7.775529e-23
 3.100000e+02     7.607200e-23
 3.120000e+02     7.452532e-23
 3.150000e+02     7.258450e-23
 3.200000e+02     7.009167e-23
 3.250000e+02     6.845769e-23
 3.300000e+02     6.751483e-23
 3.400000e+02     6.705601e-23
 3.600000e+02     6.962219e-23
 3.800000e+02     7.405571e-23
 4.050000e+02     8.017509e-23
 4.250000e+02     8.522932e-23
 4.500000e+02     9.154870e-23
 4.650000e+02     9.536546e-23
 4.750000e+02     9.794498e-23
 4.820000e+02     9.973983e-23
 4.870000e+02     1.009802e-22
 4.910000e+02     1.020285e-22
 4.950000e+02     1.030040e-22
 4.980000e+02     1.037927e-22
 5.000000e+02     1.042952e-22
 5.020000e+02     1.047981e-22
 5.039800e+02     1.053571e-22
 5.100000e+02     1.097277e-22
 5.250000e+02     1.188421e-22
 5.600000e+02     1.347398e-22
 6.000000e+02     1.496842e-22
 6.500000e+02     1.665869e-22
 7.000000e+02     1.846672e-22
 7.500000e+02     2.061216e-22
 8.000000e+02     2.332529e-22
 8.300000e+02     2.530631e-22
 8.600000e+02     2.767822e-22
 8.800000e+02     2.949138e-22
 8.900000e+02     3.047942e-22
 8.960000e+02     3.110949e-22
 9.000000e+02     3.152186e-22
 9.030000e+02     3.185883e-22
 9.060000e+02     3.218523e-22
 9.090000e+02     3.252999e-22
 9.117800e+02     3.284000e-22
 9.300000e+02     8.098058e-22
 9.500000e+02     1.471875e-21
 9.750000e+02     2.515578e-21
 9.900000e+02     3.031655e-21
 1.005000e+03     3.638951e-21
 1.025000e+03     4.704592e-21
 1.045000e+03     5.633009e-21
 1.065000e+03     6.925777e-21
 1.085000e+03     8.237543e-21
 1.105000e+03     9.520153e-21
 1.125000e+03     1.090898e-20
 1.145000e+03     1.214386e-20
 1.165000e+03     1.356186e-20
 1.185000e+03     1.477525e-20
 1.205000e+03     1.599713e-20
 1.215600e+03     1.659403e-20
 1.215670e+03     1.782322e-20
 1.216000e+03     1.783846e-20
 1.218000e+03     1.792446e-20
 1.221000e+03     1.803308e-20
 1.225000e+03     1.816114e-20
 1.230000e+03     1.836193e-20
 1.240000e+03     1.890653e-20
 1.250000e+03     1.944553e-20
 1.265000e+03     2.044561e-20
 1.285000e+03     2.170834e-20
 1.305000e+03     2.314143e-20
 1.325000e+03     2.446054e-20
 1.345000e+03     2.587152e-20
 1.365000e+03     2.718446e-20
 1.385000e+03     2.852193e-20
 1.405000e+03     2.971907e-20
 1.425000e+03     3.088941e-20
 1.442000e+03     3.184315e-20
 1.455000e+03     3.255497e-20
 1.475000e+03     3.372538e-20
 1.517000e+03     3.584636e-20
 1.595000e+03     3.902441e-20
 1.672000e+03     4.174631e-20
 1.745000e+03     4.407719e-20
 1.825000e+03     4.638126e-20
 1.905000e+03     4.801000e-20
 1.984000e+03     4.938947e-20
 2.065000e+03     5.042051e-20
 2.135000e+03     5.097348e-20
 2.215000e+03     5.145671e-20
 2.295000e+03     5.187249e-20
 2.375000e+03     5.226467e-20
 2.455000e+03     5.275867e-20
 2.525000e+03     5.310686e-20
 2.605000e+03     5.366096e-20
 2.685000e+03     5.444961e-20
 2.765000e+03     5.500003e-20
 2.845000e+03     5.537119e-20
 2.950000e+03     5.609460e-20
 3.110000e+03     5.712569e-20
 3.270000e+03     5.791857e-20
 3.430000e+03     5.856375e-20
 3.590000e+03     5.912048e-20
 3.730000e+03     6.001957e-20
 3.890000e+03     6.388371e-20
 4.050000e+03     6.797744e-20
 4.210000e+03     7.386054e-20
 4.370000e+03     7.871890e-20
 4.530000e+03     8.335000e-20
 4.690000e+03     8.763560e-20
 4.850000e+03     9.077187e-20
 5.010000e+03     9.366156e-20
 5.170000e+03     9.619146e-20
 5.330000e+03     9.857027e-20
 5.490000e+03     1.007310e-19
 5.650000e+03     1.027887e-19
 5.810000e+03     1.048014e-19
 5.970000e+03     1.063622e-19
 6.130000e+03     1.079260e-19
 6.290000e+03     1.092741e-19
 6.450000e+03     1.104745e-19
 6.610000e+03     1.115545e-19
 6.770000e+03     1.126847e-19
 6.930000e+03     1.136845e-19
 7.090000e+03     1.145589e-19
 7.250000e+03     1.153603e-19
 7.410000e+03     1.161308e-19
 7.570000e+03     1.169195e-19
 7.730000e+03     1.177800e-19
 7.890000e+03     1.185658e-19
 8.050000e+03     1.192550e-19
 8.210000e+03     1.199609e-19
 8.370000e+03     1.206263e-19
 8.530000e+03     1.212398e-19
 8.690000e+03     1.218876e-19
 8.850000e+03     1.227311e-19
 9.010000e+03     1.234952e-19
 9.170000e+03     1.241961e-19
 9.330000e+03     1.251527e-19
 9.490000e+03     1.260702e-19
 9.650000e+03     1.268305e-19
 9.810000e+03     1.276328e-19
 9.970000e+03     1.284263e-19
 1.050000e+04     1.303755e-19
 1.150000e+04     1.321792e-19
 1.250000e+04     1.331499e-19
 1.350000e+04     1.336595e-19
 1.450000e+04     1.342275e-19
 1.550000e+04     1.355932e-19
 1.650000e+04     1.364946e-19
 1.750000e+04     1.359472e-19
 1.850000e+04     1.339253e-19
 1.950000e+04     1.307160e-19
 2.050000e+04     1.271968e-19
 2.150000e+04     1.234280e-19
 2.250000e+04     1.193089e-19
 2.350000e+04     1.141555e-19
 2.450000e+04     1.083271e-19
 2.550000e+04     1.034098e-19
 2.650000e+04     9.873123e-20
 2.750000e+04     9.484564e-20
 2.850000e+04     9.134805e-20
 2.950000e+04     8.813648e-20
 3.050000e+04     8.515325e-20
 3.150000e+04     8.237609e-20
 3.250000e+04     7.977389e-20
 3.350000e+04     7.733988e-20
 3.450000e+04     7.508403e-20
 3.550000e+04     7.301910e-20
 3.650000e+04     7.111185e-20
 3.750000e+04     6.935603e-20
 3.850000e+04     6.777733e-20
 3.950000e+04     6.648937e-20
 4.050000e+04     6.546350e-20
 4.150000e+04     6.420106e-20
 4.250000e+04     6.287658e-20
 4.350000e+04     6.157180e-20
 4.450000e+04     6.050762e-20
 4.550000e+04     5.966789e-20
 4.650000e+04     5.896409e-20
 4.750000e+04     5.839028e-20
 4.850000e+04     5.802386e-20
 4.950000e+04     5.795870e-20
 5.050000e+04     5.826298e-20
 5.150000e+04     5.895918e-20
 5.250000e+04     6.005427e-20
 5.350000e+04     6.155327e-20
 5.450000e+04     6.346381e-20
 5.550000e+04     6.600951e-20
 5.650000e+04     6.915046e-20
 5.750000e+04     7.244932e-20
 5.850000e+04     7.446458e-20
 5.950000e+04     7.606363e-20
 6.050000e+04     7.896229e-20
 6.150000e+04     8.464656e-20
 6.250000e+04     9.833093e-20
 6.350000e+04     1.076689e-19
 6.450000e+04     1.114632e-19
 6.550000e+04     1.148111e-19
 6.650010e+04     1.184500e-19
 6.750010e+04     1.226431e-19
 6.850010e+04     1.264885e-19
 6.950010e+04     1.316729e-19
 7.020000e+04     1.365197e-19
 7.100000e+04     1.412309e-19
 7.180000e+04     1.457040e-19
 7.260000e+04     1.501844e-19
 7.340000e+04     1.556053e-19
 7.420000e+04     1.633309e-19
 7.500000e+04     1.740028e-19
 7.580000e+04     1.875448e-19
 7.660000e+04     2.026520e-19
 7.740000e+04     2.170584e-19
 7.820000e+04     2.305768e-19
 7.900000e+04     2.426861e-19
 7.980000e+04     2.522387e-19
 8.060000e+04     2.593436e-19
 8.140000e+04     2.645147e-19
 8.220000e+04     2.686983e-19
 8.300000e+04     2.723235e-19
 8.380000e+04     2.756215e-19
 8.460000e+04     2.789332e-19
 8.540000e+04     2.824948e-19
 8.620000e+04     2.862515e-19
 8.700000e+04     2.890111e-19
 8.780000e+04     2.898419e-19
 8.860000e+04     2.891337e-19
 8.940000e+04     2.878562e-19
 9.020000e+04     2.863386e-19
 9.100000e+04     2.846535e-19
 9.180000e+04     2.830583e-19
 9.260000e+04     2.815115e-19
 9.340000e+04     2.798744e-19
 9.420000e+04     2.783409e-19
 9.500000e+04     2.769698e-19
 9.580000e+04     2.756299e-19
 9.660000e+04     2.748079e-19
 9.740000e+04     2.741606e-19
 9.820000e+04     2.730431e-19
 9.900000e+04     2.716393e-19
 9.980000e+04     2.702738e-19
 1.006000e+05     2.689765e-19
 1.020000e+05     2.667387e-19
 1.040000e+05     2.632042e-19
 1.060000e+05     2.602196e-19
 1.080000e+05     2.569947e-19
 1.100000e+05     2.544800e-19
