## EBL from Khaire & Srianand 2018; Q19 Model with alpha=-1.9 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     8.854612e-40
 1.122019e-08     1.287678e-39
 1.258925e-08     1.837436e-39
 1.412538e-08     2.566668e-39
 1.584893e-08     3.514374e-39
 1.778279e-08     4.725992e-39
 1.995263e-08     6.253634e-39
 2.238721e-08     8.156781e-39
 2.511887e-08     1.050340e-38
 2.818382e-08     1.337112e-38
 3.162278e-08     1.684898e-38
 3.548135e-08     2.103905e-38
 3.981071e-08     2.605878e-38
 4.466837e-08     3.204356e-38
 5.011870e-08     3.914944e-38
 5.623413e-08     4.755696e-38
 6.309576e-08     5.747468e-38
 7.079456e-08     6.914390e-38
 7.943284e-08     8.284438e-38
 8.912505e-08     9.889963e-38
 1.000000e-07     1.176851e-37
 1.122019e-07     1.396354e-37
 1.258925e-07     1.652540e-37
 1.412538e-07     1.951255e-37
 1.584892e-07     2.299258e-37
 1.778279e-07     2.704404e-37
 1.995263e-07     3.175781e-37
 2.238721e-07     3.723923e-37
 2.511887e-07     4.361052e-37
 2.818382e-07     5.101317e-37
 3.162278e-07     5.961137e-37
 3.548136e-07     6.959520e-37
 3.981071e-07     8.118494e-37
 4.466837e-07     9.463622e-37
 5.011870e-07     1.102448e-36
 5.623413e-07     1.283539e-36
 6.309576e-07     1.493609e-36
 7.079456e-07     1.737263e-36
 7.943284e-07     2.019843e-36
 8.912505e-07     2.347530e-36
 1.000000e-06     2.727500e-36
 1.122019e-06     3.168056e-36
 1.258925e-06     3.678820e-36
 1.412538e-06     4.270958e-36
 1.584893e-06     4.957386e-36
 1.778279e-06     5.753091e-36
 1.995263e-06     6.675436e-36
 2.238721e-06     7.744520e-36
 2.511887e-06     8.983670e-36
 2.818382e-06     1.041988e-35
 3.162278e-06     1.208447e-35
 3.548136e-06     1.401370e-35
 3.981071e-06     1.624958e-35
 4.466837e-06     1.884086e-35
 5.011870e-06     2.184391e-35
 5.623413e-06     2.532419e-35
 6.309576e-06     2.935747e-35
 7.079456e-06     3.403151e-35
 7.943284e-06     3.944814e-35
 8.912505e-06     4.572519e-35
 1.000000e-05     5.299942e-35
 1.122019e-05     6.142909e-35
 1.258925e-05     7.119758e-35
 1.412538e-05     8.251772e-35
 1.584893e-05     9.563562e-35
 1.778279e-05     1.108369e-34
 1.995263e-05     1.284525e-34
 2.238721e-05     1.488654e-34
 2.511887e-05     1.725201e-34
 2.818382e-05     1.999310e-34
 3.162278e-05     2.316951e-34
 3.548135e-05     2.685031e-34
 3.981071e-05     3.111557e-34
 4.466837e-05     3.605816e-34
 5.011870e-05     4.178555e-34
 5.623413e-05     4.842243e-34
 6.309577e-05     5.611320e-34
 7.079457e-05     6.502505e-34
 7.943284e-05     7.535206e-34
 8.912505e-05     8.731872e-34
 1.000000e-04     1.011856e-33
 1.122018e-04     1.172542e-33
 1.258926e-04     1.358498e-33
 1.412538e-04     1.568880e-33
 1.584893e-04     1.811463e-33
 1.778279e-04     2.092848e-33
 1.995262e-04     2.419962e-33
 2.238722e-04     2.800714e-33
 2.511887e-04     3.244353e-33
 2.818383e-04     3.761775e-33
 3.162278e-04     4.365836e-33
 3.548134e-04     5.071721e-33
 3.981073e-04     5.897384e-33
 4.466837e-04     6.864061e-33
 5.011873e-04     7.996903e-33
 5.623413e-04     9.325706e-33
 6.309572e-04     1.088580e-32
 7.079460e-04     1.271911e-32
 7.943284e-04     1.487537e-32
 8.912510e-04     1.741372e-32
 1.000000e-03     2.040440e-32
 1.122018e-03     2.393095e-32
 1.258926e-03     2.809286e-32
 1.412538e-03     3.300841e-32
 1.584893e-03     3.881861e-32
 1.778279e-03     4.569150e-32
 1.995262e-03     5.382738e-32
 2.238722e-03     6.346521e-32
 2.511887e-03     7.488993e-32
 2.818383e-03     8.844192e-32
 3.162278e-03     1.045275e-31
 3.548133e-03     1.236321e-31
 3.981073e-03     1.463359e-31
 4.466837e-03     1.733321e-31
 5.011873e-03     2.054506e-31
 5.623413e-03     2.436855e-31
 6.309573e-03     2.892317e-31
 7.079460e-03     3.435326e-31
 7.943284e-03     4.083437e-31
 8.912510e-03     4.858213e-31
 1.000000e-02     5.786352e-31
 1.122019e-02     6.901115e-31
 1.258925e-02     8.243966e-31
 1.412538e-02     9.866501e-31
 1.584894e-02     1.183229e-30
 1.778279e-02     1.421892e-30
 1.995263e-02     1.712002e-30
 2.238721e-02     2.064720e-30
 2.511887e-02     2.493247e-30
 2.818385e-02     3.013074e-30
 3.162277e-02     3.642305e-30
 3.548136e-02     4.402097e-30
 3.981071e-02     5.317119e-30
 4.466837e-02     6.416289e-30
 5.011876e-02     7.733509e-30
 5.623413e-02     9.308700e-30
 6.309576e-02     1.118907e-29
 7.079456e-02     1.343048e-29
 7.943284e-02     1.609933e-29
 8.912515e-02     1.927455e-29
 1.000000e-01     2.305013e-29
 1.122019e-01     2.754199e-29
 1.258925e-01     3.272184e-29
 1.412538e-01     3.838923e-29
 1.584894e-01     4.445033e-29
 1.778279e-01     5.084427e-29
 1.995263e-01     5.752132e-29
 2.238721e-01     6.443698e-29
 2.511887e-01     7.155166e-29
 2.818385e-01     7.883053e-29
 3.162278e-01     8.624394e-29
 3.548135e-01     9.376769e-29
 3.981071e-01     1.013825e-28
 4.466837e-01     1.090740e-28
 5.011876e-01     1.168320e-28
 5.623413e-01     1.246501e-28
 6.309576e-01     1.325080e-28
 7.079456e-01     1.404240e-28
 7.943284e-01     1.483932e-28
 8.912515e-01     1.564132e-28
 1.000000e+00     1.644819e-28
 1.122019e+00     1.725952e-28
 1.258925e+00     1.807442e-28
 1.412538e+00     1.889137e-28
 1.584894e+00     1.970769e-28
 1.778279e+00     2.051911e-28
 1.995263e+00     2.131897e-28
 2.238721e+00     2.209708e-28
 2.511887e+00     2.283821e-28
 2.818385e+00     2.352007e-28
 3.162278e+00     2.411067e-28
 3.548136e+00     2.456547e-28
 3.981071e+00     2.482491e-28
 4.466837e+00     2.481397e-28
 5.011876e+00     2.444643e-28
 5.623413e+00     2.363738e-28
 6.309576e+00     2.230802e-28
 7.079456e+00     2.025041e-28
 7.943284e+00     1.772218e-28
 8.912516e+00     1.523704e-28
 1.000000e+01     1.278652e-28
 1.122019e+01     1.058865e-28
 1.258925e+01     8.657159e-29
 1.412538e+01     7.040540e-29
 1.584894e+01     5.720253e-29
 1.778279e+01     4.661595e-29
 1.995263e+01     3.818802e-29
 2.238721e+01     3.148806e-29
