## EBL from Khaire & Srianand 2018; Q19 Model with alpha=-1.9 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     3.110583e-43
 1.122019e-08     4.528715e-43
 1.258925e-08     6.450310e-43
 1.412538e-08     8.986596e-43
 1.584893e-08     1.227252e-42
 1.778279e-08     1.646365e-42
 1.995263e-08     2.173761e-42
 2.238721e-08     2.829687e-42
 2.511887e-08     3.637273e-42
 2.818382e-08     4.622949e-42
 3.162278e-08     5.817024e-42
 3.548135e-08     7.254272e-42
 3.981071e-08     8.974702e-42
 4.466837e-08     1.102446e-41
 5.011870e-08     1.345673e-41
 5.623413e-08     1.633307e-41
 6.309576e-08     1.972460e-41
 7.079456e-08     2.371360e-41
 7.943284e-08     2.839548e-41
 8.912505e-08     3.388057e-41
 1.000000e-07     4.029693e-41
 1.122019e-07     4.779280e-41
 1.258925e-07     5.653989e-41
 1.412538e-07     6.673760e-41
 1.584892e-07     7.861648e-41
 1.778279e-07     9.244446e-41
 1.995263e-07     1.085315e-40
 2.238721e-07     1.272369e-40
 2.511887e-07     1.489776e-40
 2.818382e-07     1.742361e-40
 3.162278e-07     2.035725e-40
 3.548136e-07     2.376351e-40
 3.981071e-07     2.771752e-40
 4.466837e-07     3.230647e-40
 5.011870e-07     3.763123e-40
 5.623413e-07     4.380889e-40
 6.309576e-07     5.097499e-40
 7.079456e-07     5.928656e-40
 7.943284e-07     6.892584e-40
 8.912505e-07     8.010362e-40
 1.000000e-06     9.306465e-40
 1.122019e-06     1.080922e-39
 1.258925e-06     1.255143e-39
 1.412538e-06     1.457120e-39
 1.584893e-06     1.691257e-39
 1.778279e-06     1.962665e-39
 1.995263e-06     2.277267e-39
 2.238721e-06     2.641920e-39
 2.511887e-06     3.064577e-39
 2.818382e-06     3.554447e-39
 3.162278e-06     4.122212e-39
 3.548136e-06     4.780240e-39
 3.981071e-06     5.542857e-39
 4.466837e-06     6.426691e-39
 5.011870e-06     7.450973e-39
 5.623413e-06     8.638027e-39
 6.309576e-06     1.001369e-38
 7.079456e-06     1.160790e-38
 7.943284e-06     1.345540e-38
 8.912505e-06     1.559636e-38
 1.000000e-05     1.807743e-38
 1.122019e-05     2.095260e-38
 1.258925e-05     2.428439e-38
 1.412538e-05     2.814542e-38
 1.584893e-05     3.261962e-38
 1.778279e-05     3.780441e-38
 1.995263e-05     4.381264e-38
 2.238721e-05     5.077498e-38
 2.511887e-05     5.884301e-38
 2.818382e-05     6.819219e-38
 3.162278e-05     7.902610e-38
 3.548135e-05     9.158038e-38
 3.981071e-05     1.061281e-37
 4.466837e-05     1.229861e-37
 5.011870e-05     1.425207e-37
 5.623413e-05     1.651574e-37
 6.309577e-05     1.913886e-37
 7.079457e-05     2.217847e-37
 7.943284e-05     2.570074e-37
 8.912505e-05     2.978226e-37
 1.000000e-04     3.451190e-37
 1.122018e-04     3.999248e-37
 1.258926e-04     4.633583e-37
 1.412538e-04     5.348889e-37
 1.584893e-04     6.175234e-37
 1.778279e-04     7.134883e-37
 1.995262e-04     8.250986e-37
 2.238722e-04     9.550384e-37
 2.511887e-04     1.106463e-36
 2.818383e-04     1.283097e-36
 3.162278e-04     1.489336e-36
 3.548134e-04     1.730372e-36
 3.981073e-04     2.012347e-36
 4.466837e-04     2.342525e-36
 5.011873e-04     2.729511e-36
 5.623413e-04     3.183498e-36
 6.309572e-04     3.716575e-36
 7.079460e-04     4.343090e-36
 7.943284e-04     5.080066e-36
 8.912510e-04     5.947736e-36
 1.000000e-03     6.970151e-36
 1.122018e-03     8.175909e-36
 1.258926e-03     9.599068e-36
 1.412538e-03     1.128013e-35
 1.584893e-03     1.326736e-35
 1.778279e-03     1.561832e-35
 1.995262e-03     1.840158e-35
 2.238722e-03     2.169900e-35
 2.511887e-03     2.560815e-35
 2.818383e-03     3.024562e-35
 3.162278e-03     3.575060e-35
 3.548133e-03     4.228932e-35
 3.981073e-03     5.006058e-35
 4.466837e-03     5.930183e-35
