## EBL from Khaire & Srianand 2018; Q19 Model with alpha=-1.9 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     1.374548e-44
 1.122019e-08     2.000472e-44
 1.258925e-08     2.847350e-44
 1.412538e-08     3.964098e-44
 1.584893e-08     5.409948e-44
 1.778279e-08     7.253086e-44
 1.995263e-08     9.571319e-44
 2.238721e-08     1.245333e-43
 2.511887e-08     1.600043e-43
 2.818382e-08     2.032839e-43
 3.162278e-08     2.556999e-43
 3.548135e-08     3.187758e-43
 3.981071e-08     3.942645e-43
 4.466837e-08     4.841879e-43
 5.011870e-08     5.908769e-43
 5.623413e-08     7.170288e-43
 6.309576e-08     8.657599e-43
 7.079456e-08     1.040676e-42
 7.943284e-08     1.245960e-42
 8.912505e-08     1.486445e-42
 1.000000e-07     1.767744e-42
 1.122019e-07     2.096354e-42
 1.258925e-07     2.479801e-42
 1.412538e-07     2.926823e-42
 1.584892e-07     3.447524e-42
 1.778279e-07     4.053647e-42
 1.995263e-07     4.758776e-42
 2.238721e-07     5.578658e-42
 2.511887e-07     6.531564e-42
 2.818382e-07     7.638642e-42
 3.162278e-07     8.924438e-42
 3.548136e-07     1.041737e-41
 3.981071e-07     1.215035e-41
 4.466837e-07     1.416161e-41
 5.011870e-07     1.649533e-41
 5.623413e-07     1.920286e-41
 6.309576e-07     2.234357e-41
 7.079456e-07     2.598630e-41
 7.943284e-07     3.021091e-41
 8.912505e-07     3.510978e-41
 1.000000e-06     4.079017e-41
 1.122019e-06     4.737623e-41
 1.258925e-06     5.501173e-41
 1.412538e-06     6.386365e-41
 1.584893e-06     7.412500e-41
 1.778279e-06     8.601981e-41
 1.995263e-06     9.980763e-41
 2.238721e-06     1.157889e-40
 2.511887e-06     1.343123e-40
 2.818382e-06     1.557814e-40
 3.162278e-06     1.806643e-40
 3.548136e-06     2.095030e-40
 3.981071e-06     2.429254e-40
 4.466837e-06     2.816602e-40
 5.011870e-06     3.265502e-40
 5.623413e-06     3.785739e-40
 6.309576e-06     4.388635e-40
 7.079456e-06     5.087312e-40
 7.943284e-06     5.896991e-40
 8.912505e-06     6.835283e-40
 1.000000e-05     7.922631e-40
 1.122019e-05     9.182695e-40
 1.258925e-05     1.064288e-39
 1.412538e-05     1.233500e-39
 1.584893e-05     1.429585e-39
 1.778279e-05     1.656813e-39
 1.995263e-05     1.920128e-39
 2.238721e-05     2.225257e-39
 2.511887e-05     2.578844e-39
 2.818382e-05     2.988579e-39
 3.162278e-05     3.463383e-39
 3.548135e-05     4.013583e-39
 3.981071e-05     4.651147e-39
 4.466837e-05     5.389959e-39
 5.011870e-05     6.246077e-39
 5.623413e-05     7.238147e-39
 6.309577e-05     8.387748e-39
 7.079457e-05     9.719874e-39
 7.943284e-05     1.126354e-38
 8.912505e-05     1.305229e-38
 1.000000e-04     1.512508e-38
 1.122018e-04     1.752698e-38
 1.258926e-04     2.030660e-38
 1.412538e-04     2.343882e-38
 1.584893e-04     2.705978e-38
 1.778279e-04     3.126577e-38
 1.995262e-04     3.615783e-38
 2.238722e-04     4.185354e-38
 2.511887e-04     4.849126e-38
 2.818383e-04     5.623430e-38
 3.162278e-04     6.527544e-38
 3.548134e-04     7.584242e-38
 3.981073e-04     8.820461e-38
 4.466837e-04     1.026806e-37
 5.011873e-04     1.196477e-37
 5.623413e-04     1.395532e-37
 6.309572e-04     1.629273e-37
 7.079460e-04     1.903993e-37
 7.943284e-04     2.227160e-37
 8.912510e-04     2.607649e-37
 1.000000e-03     3.056011e-37
 1.122018e-03     3.584791e-37
 1.258926e-03     4.208929e-37
 1.412538e-03     4.946193e-37
 1.584893e-03     5.817763e-37
 1.778279e-03     6.848884e-37
 1.995262e-03     8.069648e-37
 2.238722e-03     9.515958e-37
 2.511887e-03     1.123063e-36
 2.818383e-03     1.326482e-36
 3.162278e-03     1.567959e-36
 3.548133e-03     1.854787e-36
 3.981073e-03     2.195690e-36
 4.466837e-03     2.601086e-36
 5.011873e-03     3.083449e-36
 5.623413e-03     3.657730e-36
 6.309573e-03     4.341904e-36
 7.079460e-03     5.157699e-36
 7.943284e-03     6.131581e-36
 8.912510e-03     7.296096e-36
 1.000000e-02     8.691608e-36
