## EBL from Khaire & Srianand 2018; Q15 Model with alpha=-1.5 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     1.532148e-45
 1.122019e-08     2.229398e-45
 1.258925e-08     3.170160e-45
 1.412538e-08     4.408913e-45
 1.584893e-08     6.011273e-45
 1.778279e-08     8.052370e-45
 1.995263e-08     1.061788e-44
 2.238721e-08     1.380545e-44
 2.511887e-08     1.772667e-44
 2.818382e-08     2.250902e-44
 3.162278e-08     2.829876e-44
 3.548135e-08     3.526371e-44
 3.981071e-08     4.359699e-44
 4.466837e-08     5.352139e-44
 5.011870e-08     6.529372e-44
 5.623413e-08     7.921121e-44
 6.309576e-08     9.561730e-44
 7.079456e-08     1.149094e-43
 7.943284e-08     1.375483e-43
 8.912505e-08     1.640668e-43
 1.000000e-07     1.950836e-43
 1.122019e-07     2.313145e-43
 1.258925e-07     2.735891e-43
 1.412538e-07     3.228704e-43
 1.584892e-07     3.802719e-43
 1.778279e-07     4.470878e-43
 1.995263e-07     5.248154e-43
 2.238721e-07     6.151900e-43
 2.511887e-07     7.202252e-43
 2.818382e-07     8.422519e-43
 3.162278e-07     9.839751e-43
 3.548136e-07     1.148527e-42
 3.981071e-07     1.339535e-42
 4.466837e-07     1.561212e-42
 5.011870e-07     1.818428e-42
 5.623413e-07     2.116840e-42
 6.309576e-07     2.462995e-42
 7.079456e-07     2.864476e-42
 7.943284e-07     3.330087e-42
 8.912505e-07     3.870008e-42
 1.000000e-06     4.496061e-42
 1.122019e-06     5.221926e-42
 1.258925e-06     6.063452e-42
 1.412538e-06     7.039037e-42
 1.584893e-06     8.169955e-42
 1.778279e-06     9.480897e-42
 1.995263e-06     1.100047e-41
 2.238721e-06     1.276178e-41
 2.511887e-06     1.480326e-41
 2.818382e-06     1.716937e-41
 3.162278e-06     1.991172e-41
 3.548136e-06     2.309004e-41
 3.981071e-06     2.677353e-41
 4.466837e-06     3.104249e-41
 5.011870e-06     3.598982e-41
 5.623413e-06     4.172334e-41
 6.309576e-06     4.836785e-41
 7.079456e-06     5.606794e-41
 7.943284e-06     6.499139e-41
 8.912505e-06     7.533227e-41
 1.000000e-05     8.731590e-41
 1.122019e-05     1.012030e-40
 1.258925e-05     1.172956e-40
 1.412538e-05     1.359444e-40
 1.584893e-05     1.575549e-40
 1.778279e-05     1.825974e-40
 1.995263e-05     2.116172e-40
 2.238721e-05     2.452453e-40
 2.511887e-05     2.842140e-40
 2.818382e-05     3.293705e-40
 3.162278e-05     3.816983e-40
 3.548135e-05     4.423356e-40
 3.981071e-05     5.126011e-40
 4.466837e-05     5.940249e-40
 5.011870e-05     6.883771e-40
 5.623413e-05     7.977125e-40
 6.309577e-05     9.244092e-40
 7.079457e-05     1.071222e-39
 7.943284e-05     1.241348e-39
 8.912505e-05     1.438485e-39
 1.000000e-04     1.666926e-39
 1.122018e-04     1.931638e-39
 1.258926e-04     2.237936e-39
 1.412538e-04     2.582689e-39
 1.584893e-04     2.981664e-39
 1.778279e-04     3.445257e-39
 1.995262e-04     3.984512e-39
 2.238722e-04     4.612386e-39
 2.511887e-04     5.344139e-39
 2.818383e-04     6.197788e-39
 3.162278e-04     7.194599e-39
 3.548134e-04     8.359697e-39
 3.981073e-04     9.722797e-39
 4.466837e-04     1.131905e-38
 5.011873e-04     1.319009e-38
 5.623413e-04     1.538527e-38
 6.309572e-04     1.796308e-38
 7.079460e-04     2.099297e-38
 7.943284e-04     2.455734e-38
 8.912510e-04     2.875415e-38
 1.000000e-03     3.369980e-38
 1.122018e-03     3.953276e-38
 1.258926e-03     4.641790e-38
 1.412538e-03     5.455132e-38
 1.584893e-03     6.416676e-38
 1.778279e-03     7.554286e-38
 1.995262e-03     8.901176e-38
 2.238722e-03     1.049697e-37
 2.511887e-03     1.238894e-37
 2.818383e-03     1.463352e-37
 3.162278e-03     1.729814e-37
 3.548133e-03     2.046331e-37
 3.981073e-03     2.422529e-37
 4.466837e-03     2.869913e-37
 5.011873e-03     3.402256e-37
 5.623413e-03     4.036075e-37
 6.309573e-03     4.791260e-37
 7.079460e-03     5.691924e-37
 7.943284e-03     6.767570e-37
 8.912510e-03     8.054739e-37
 1.000000e-02     9.599128e-37
 1.122019e-02     1.145826e-36
 1.258925e-02     1.370447e-36
 1.412538e-02     1.642838e-36
 1.584894e-02     1.974204e-36
 1.778279e-02     2.378230e-36
 1.995263e-02     2.871402e-36
 2.238721e-02     3.473289e-36
 2.511887e-02     4.206922e-36
 2.818385e-02     5.099166e-36
 3.162277e-02     6.181221e-36
 3.548136e-02     7.489339e-36
 3.981071e-02     9.065564e-36
 4.466837e-02     1.095895e-35
 5.011876e-02     1.322682e-35
 5.623413e-02     1.593642e-35
 6.309576e-02     1.916716e-35
 7.079456e-02     2.301276e-35
 7.943284e-02     2.758454e-35
 8.912515e-02     3.301464e-35
 1.000000e-01     3.946029e-35
 1.122019e-01     4.711557e-35
 1.258925e-01     5.588787e-35
 1.412538e-01     6.536822e-35
 1.584894e-01     7.545256e-35
 1.778279e-01     8.606765e-35
 1.995263e-01     9.714385e-35
