## EBL from Khaire & Srianand 2018; Q15 Model with alpha=-1.5 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     3.856076e-44
 1.122019e-08     5.612644e-44
 1.258925e-08     7.990630e-44
 1.412538e-08     1.112753e-43
 1.584893e-08     1.518990e-43
 1.778279e-08     2.036957e-43
 1.995263e-08     2.688551e-43
 2.238721e-08     3.498733e-43
 2.511887e-08     4.496018e-43
 2.818382e-08     5.712984e-43
 3.162278e-08     7.187003e-43
 3.548135e-08     8.960945e-43
 3.981071e-08     1.108414e-42
 4.466837e-08     1.361349e-42
 5.011870e-08     1.661458e-42
 5.623413e-08     2.016332e-42
 6.309576e-08     2.434739e-42
 7.079456e-08     2.926827e-42
 7.943284e-08     3.504361e-42
 8.912505e-08     4.180947e-42
 1.000000e-07     4.972378e-42
 1.122019e-07     5.896933e-42
 1.258925e-07     6.975789e-42
 1.412538e-07     8.233535e-42
 1.584892e-07     9.698603e-42
 1.778279e-07     1.140403e-41
 1.995263e-07     1.338805e-41
 2.238721e-07     1.569496e-41
 2.511887e-07     1.837618e-41
 2.818382e-07     2.149122e-41
 3.162278e-07     2.510913e-41
 3.548136e-07     2.930989e-41
 3.981071e-07     3.418612e-41
 4.466837e-07     3.984536e-41
 5.011870e-07     4.641200e-41
 5.623413e-07     5.403042e-41
 6.309576e-07     6.286778e-41
 7.079456e-07     7.311772e-41
 7.943284e-07     8.500497e-41
 8.912505e-07     9.878951e-41
 1.000000e-06     1.147731e-40
 1.122019e-06     1.333051e-40
 1.258925e-06     1.547901e-40
 1.412538e-06     1.796979e-40
 1.584893e-06     2.085716e-40
 1.778279e-06     2.420416e-40
 1.995263e-06     2.808383e-40
 2.238721e-06     3.258070e-40
 2.511887e-06     3.779289e-40
 2.818382e-06     4.383393e-40
 3.162278e-06     5.083556e-40
 3.548136e-06     5.895032e-40
 3.981071e-06     6.835485e-40
 4.466837e-06     7.925421e-40
 5.011870e-06     9.188555e-40
 5.623413e-06     1.065242e-39
 6.309576e-06     1.234887e-39
 7.079456e-06     1.431484e-39
 7.943284e-06     1.659315e-39
 8.912505e-06     1.923336e-39
 1.000000e-05     2.229299e-39
 1.122019e-05     2.583861e-39
 1.258925e-05     2.994735e-39
 1.412538e-05     3.470872e-39
 1.584893e-05     4.022625e-39
 1.778279e-05     4.662006e-39
 1.995263e-05     5.402934e-39
 2.238721e-05     6.261521e-39
 2.511887e-05     7.256461e-39
 2.818382e-05     8.409390e-39
 3.162278e-05     9.745416e-39
 3.548135e-05     1.129359e-38
 3.981071e-05     1.308760e-38
 4.466837e-05     1.516650e-38
 5.011870e-05     1.757549e-38
 5.623413e-05     2.036702e-38
 6.309577e-05     2.360182e-38
 7.079457e-05     2.735022e-38
 7.943284e-05     3.169384e-38
 8.912505e-05     3.672712e-38
 1.000000e-04     4.255965e-38
 1.122018e-04     4.931823e-38
 1.258926e-04     5.714002e-38
 1.412538e-04     6.595633e-38
 1.584893e-04     7.614584e-38
 1.778279e-04     8.798059e-38
 1.995262e-04     1.017454e-37
 2.238722e-04     1.177712e-37
 2.511887e-04     1.364473e-37
 2.818383e-04     1.582330e-37
 3.162278e-04     1.836707e-37
 3.548134e-04     2.134010e-37
 3.981073e-04     2.481817e-37
 4.466837e-04     2.889090e-37
 5.011873e-04     3.366444e-37
 5.623413e-04     3.926459e-37
 6.309572e-04     4.584049e-37
 7.079460e-04     5.356918e-37
 7.943284e-04     6.266071e-37
 8.912510e-04     7.336473e-37
 1.000000e-03     8.597802e-37
 1.122018e-03     1.008535e-36
 1.258926e-03     1.184113e-36
 1.412538e-03     1.391513e-36
 1.584893e-03     1.636692e-36
 1.778279e-03     1.926750e-36
 1.995262e-03     2.270153e-36
 2.238722e-03     2.676998e-36
 2.511887e-03     3.159329e-36
 2.818383e-03     3.731532e-36
 3.162278e-03     4.410785e-36
 3.548133e-03     5.217601e-36
 3.981073e-03     6.176514e-36
 4.466837e-03     7.316832e-36
 5.011873e-03     8.673648e-36
 5.623413e-03     1.028904e-35
 6.309573e-03     1.221366e-35
 7.079460e-03     1.450890e-35
 7.943284e-03     1.724982e-35
 8.912510e-03     2.052931e-35
 1.000000e-02     2.446350e-35
 1.122019e-02     2.919846e-35
 1.258925e-02     3.491793e-35
 1.412538e-02     4.185214e-35
 1.584894e-02     5.028595e-35
 1.778279e-02     6.056754e-35
 1.995263e-02     7.311673e-35
 2.238721e-02     8.843237e-35
 2.511887e-02     1.071019e-34
 2.818385e-02     1.298108e-34
 3.162277e-02     1.573556e-34
 3.548136e-02     1.906618e-34
 3.981071e-02     2.308028e-34
 4.466837e-02     2.790306e-34
 5.011876e-02     3.368075e-34
 5.623413e-02     4.058498e-34
 6.309576e-02     4.881820e-34
 7.079456e-02     5.861942e-34
 7.943284e-02     7.027242e-34
 8.912515e-02     8.411402e-34
 1.000000e-01     1.005450e-33
 1.122019e-01     1.200580e-33
 1.258925e-01     1.424761e-33
 1.412538e-01     1.667865e-33
 1.584894e-01     1.926832e-33
 1.778279e-01     2.199644e-33
 1.995263e-01     2.484482e-33
 2.238721e-01     2.779658e-33
 2.511887e-01     3.083669e-33
 2.818385e-01     3.395218e-33
 3.162278e-01     3.713225e-33
 3.548135e-01     4.036847e-33
 3.981071e-01     4.365448e-33
 4.466837e-01     4.698606e-33
 5.011876e-01     5.036078e-33
 5.623413e-01     5.377782e-33
 6.309576e-01     5.718571e-33
 7.079456e-01     6.025238e-33
 7.943284e-01     6.337215e-33
 8.912515e-01     6.661688e-33
 1.000000e+00     7.000577e-33
 1.122019e+00     7.355375e-33
 1.258925e+00     7.727543e-33
 1.412538e+00     8.118321e-33
 1.584894e+00     8.528253e-33
 1.778279e+00     8.956503e-33
 1.995263e+00     9.399790e-33
 2.238721e+00     9.850803e-33
 2.511887e+00     1.029610e-32
 2.818385e+00     1.071352e-32
 3.162278e+00     1.106962e-32
 3.548136e+00     1.131866e-32
 3.981071e+00     1.140519e-32
 4.466837e+00     1.127307e-32
 5.011876e+00     1.088254e-32
 5.623413e+00     1.021460e-32
 6.309576e+00     9.327648e-33
 7.079456e+00     8.230651e-33
 7.943284e+00     7.100202e-33
 8.912516e+00     6.017941e-33
 1.000000e+01     5.031509e-33
 1.122019e+01     4.167100e-33
 1.258925e+01     3.430882e-33
 1.412538e+01     2.816092e-33
 1.584894e+01     2.309395e-33
 1.778279e+01     1.894961e-33
 1.995263e+01     1.557129e-33
 2.238721e+01     1.282303e-33
