## EBL from Khaire & Srianand 2018; Q17 Model with alpha=-1.7 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     7.905217e-37
 1.122019e-08     1.150046e-36
 1.258925e-08     1.650594e-36
 1.412538e-08     2.326115e-36
 1.584893e-08     3.216306e-36
 1.778279e-08     4.367202e-36
 1.995263e-08     5.831794e-36
 2.238721e-08     7.670795e-36
 2.511887e-08     9.953716e-36
 2.818382e-08     1.276000e-35
 3.162278e-08     1.618070e-35
 3.548135e-08     2.032011e-35
 3.981071e-08     2.529806e-35
 4.466837e-08     3.125258e-35
 5.011870e-08     3.834255e-35
 5.623413e-08     4.675165e-35
 6.309576e-08     5.669190e-35
 7.079456e-08     6.840846e-35
 7.943284e-08     8.218549e-35
 8.912505e-08     9.835146e-35
 1.000000e-07     1.172875e-34
 1.122019e-07     1.394347e-34
 1.258925e-07     1.653039e-34
 1.412538e-07     1.954886e-34
 1.584892e-07     2.306746e-34
 1.778279e-07     2.716589e-34
 1.995263e-07     3.193639e-34
 2.238721e-07     3.748583e-34
 2.511887e-07     4.393827e-34
 2.818382e-07     5.143725e-34
 3.162278e-07     6.014941e-34
 3.548136e-07     7.026767e-34
 3.981071e-07     8.201555e-34
 4.466837e-07     9.565247e-34
 5.011870e-07     1.114786e-33
 5.623413e-07     1.298422e-33
 6.309576e-07     1.511467e-33
 7.079456e-07     1.758594e-33
 7.943284e-07     2.045223e-33
 8.912505e-07     2.377629e-33
 1.000000e-06     2.763094e-33
 1.122019e-06     3.210044e-33
 1.258925e-06     3.728245e-33
 1.412538e-06     4.329031e-33
 1.584893e-06     5.025509e-33
 1.778279e-06     5.832888e-33
 1.995263e-06     6.768792e-33
 2.238721e-06     7.853621e-33
 2.511887e-06     9.111047e-33
 2.818382e-06     1.056847e-32
 3.162278e-06     1.225767e-32
 3.548136e-06     1.421547e-32
 3.981071e-06     1.648447e-32
 4.466837e-06     1.911416e-32
 5.011870e-06     2.216178e-32
 5.623413e-06     2.569374e-32
 6.309576e-06     2.978695e-32
 7.079456e-06     3.453046e-32
 7.943284e-06     4.002767e-32
 8.912505e-06     4.639811e-32
 1.000000e-05     5.378060e-32
 1.122019e-05     6.233578e-32
 1.258925e-05     7.224976e-32
 1.412538e-05     8.373853e-32
 1.584893e-05     9.705188e-32
 1.778279e-05     1.124797e-31
 1.995263e-05     1.303578e-31
 2.238721e-05     1.510751e-31
 2.511887e-05     1.750825e-31
 2.818382e-05     2.029022e-31
 3.162278e-05     2.351400e-31
 3.548135e-05     2.724969e-31
 3.981071e-05     3.157859e-31
 4.466837e-05     3.659492e-31
 5.011870e-05     4.240774e-31
 5.623413e-05     4.914366e-31
 6.309577e-05     5.694918e-31
 7.079457e-05     6.599401e-31
 7.943284e-05     7.647512e-31
 8.912505e-05     8.862036e-31
