## EBL from Khaire & Srianand 2018; Q17 Model with alpha=-1.7 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     3.855760e-44
 1.122019e-08     5.612183e-44
 1.258925e-08     7.989974e-44
 1.412538e-08     1.112662e-43
 1.584893e-08     1.518865e-43
 1.778279e-08     2.036789e-43
 1.995263e-08     2.688330e-43
 2.238721e-08     3.498446e-43
 2.511887e-08     4.495648e-43
 2.818382e-08     5.712515e-43
 3.162278e-08     7.186411e-43
 3.548135e-08     8.960208e-43
 3.981071e-08     1.108323e-42
 4.466837e-08     1.361237e-42
 5.011870e-08     1.661322e-42
 5.623413e-08     2.016166e-42
 6.309576e-08     2.434539e-42
 7.079456e-08     2.926586e-42
 7.943284e-08     3.504073e-42
 8.912505e-08     4.180603e-42
 1.000000e-07     4.971970e-42
 1.122019e-07     5.896448e-42
 1.258925e-07     6.975216e-42
 1.412538e-07     8.232858e-42
 1.584892e-07     9.697805e-42
 1.778279e-07     1.140309e-41
 1.995263e-07     1.338695e-41
 2.238721e-07     1.569367e-41
 2.511887e-07     1.837467e-41
 2.818382e-07     2.148945e-41
 3.162278e-07     2.510707e-41
 3.548136e-07     2.930748e-41
 3.981071e-07     3.418331e-41
 4.466837e-07     3.984209e-41
 5.011870e-07     4.640818e-41
 5.623413e-07     5.402597e-41
 6.309576e-07     6.286261e-41
 7.079456e-07     7.311171e-41
 7.943284e-07     8.499799e-41
 8.912505e-07     9.878139e-41
 1.000000e-06     1.147637e-40
 1.122019e-06     1.332942e-40
 1.258925e-06     1.547774e-40
 1.412538e-06     1.796831e-40
 1.584893e-06     2.085544e-40
 1.778279e-06     2.420217e-40
 1.995263e-06     2.808152e-40
 2.238721e-06     3.257802e-40
 2.511887e-06     3.778978e-40
 2.818382e-06     4.383032e-40
 3.162278e-06     5.083139e-40
 3.548136e-06     5.894547e-40
 3.981071e-06     6.834923e-40
 4.466837e-06     7.924769e-40
 5.011870e-06     9.187799e-40
 5.623413e-06     1.065154e-39
 6.309576e-06     1.234786e-39
 7.079456e-06     1.431366e-39
 7.943284e-06     1.659179e-39
 8.912505e-06     1.923178e-39
 1.000000e-05     2.229116e-39
 1.122019e-05     2.583649e-39
 1.258925e-05     2.994488e-39
 1.412538e-05     3.470586e-39
 1.584893e-05     4.022294e-39
 1.778279e-05     4.661623e-39
 1.995263e-05     5.402490e-39
 2.238721e-05     6.261006e-39
 2.511887e-05     7.255864e-39
 2.818382e-05     8.408699e-39
 3.162278e-05     9.744614e-39
 3.548135e-05     1.129266e-38
 3.981071e-05     1.308653e-38
 4.466837e-05     1.516526e-38
 5.011870e-05     1.757404e-38
 5.623413e-05     2.036535e-38
 6.309577e-05     2.359988e-38
 7.079457e-05     2.734797e-38
 7.943284e-05     3.169124e-38
 8.912505e-05     3.672410e-38
 1.000000e-04     4.255615e-38
 1.122018e-04     4.931417e-38
 1.258926e-04     5.713532e-38
 1.412538e-04     6.595091e-38
 1.584893e-04     7.613957e-38
 1.778279e-04     8.797336e-38
 1.995262e-04     1.017371e-37
 2.238722e-04     1.177615e-37
 2.511887e-04     1.364361e-37
 2.818383e-04     1.582200e-37
 3.162278e-04     1.836556e-37
 3.548134e-04     2.133835e-37
 3.981073e-04     2.481613e-37
 4.466837e-04     2.888852e-37
 5.011873e-04     3.366167e-37
 5.623413e-04     3.926136e-37
 6.309572e-04     4.583672e-37
 7.079460e-04     5.356477e-37
 7.943284e-04     6.265555e-37
 8.912510e-04     7.335870e-37
 1.000000e-03     8.597095e-37
 1.122018e-03     1.008452e-36
 1.258926e-03     1.184016e-36
 1.412538e-03     1.391398e-36
 1.584893e-03     1.636557e-36
 1.778279e-03     1.926592e-36
 1.995262e-03     2.269966e-36
 2.238722e-03     2.676778e-36
 2.511887e-03     3.159070e-36
 2.818383e-03     3.731226e-36
 3.162278e-03     4.410422e-36
 3.548133e-03     5.217172e-36
 3.981073e-03     6.176006e-36
 4.466837e-03     7.316228e-36
 5.011873e-03     8.672926e-36
 5.623413e-03     1.028816e-35
 6.309573e-03     1.221252e-35
 7.079460e-03     1.450724e-35
 7.943284e-03     1.724705e-35
 8.912510e-03     2.052411e-35
 1.000000e-02     2.445313e-35
 1.122019e-02     2.917781e-35
 1.258925e-02     3.487806e-35
 1.412538e-02     4.177852e-35
 1.584894e-02     5.015634e-35
 1.778279e-02     6.034977e-35
 1.995263e-02     7.276652e-35
 2.238721e-02     8.789124e-35
 2.511887e-02     1.062956e-34
 2.818385e-02     1.286480e-34
 3.162277e-02     1.557272e-34
 3.548136e-02     1.884406e-34
 3.981071e-02     2.278432e-34
 4.466837e-02     2.751694e-34
 5.011876e-02     3.318638e-34
 5.623413e-02     3.996251e-34
 6.309576e-02     4.804607e-34
 7.079456e-02     5.767435e-34
 7.943284e-02     6.912936e-34
 8.912515e-02     8.274609e-34
 1.000000e-01     9.892335e-34
 1.122019e-01     1.181517e-33
 1.258925e-01     1.402521e-33
 1.412538e-01     1.642094e-33
 1.584894e-01     1.897150e-33
 1.778279e-01     2.165639e-33
 1.995263e-01     2.445711e-33
 2.238721e-01     2.735642e-33
 2.511887e-01     3.033890e-33
 2.818385e-01     3.339110e-33
 3.162278e-01     3.650176e-33
 3.548135e-01     3.966187e-33
 3.981071e-01     4.286449e-33
 4.466837e-01     4.610472e-33
 5.011876e-01     4.937940e-33
 5.623413e-01     5.268691e-33
 6.309576e-01     5.599935e-33
 7.079456e-01     5.935322e-33
 7.943284e-01     6.273470e-33
 8.912515e-01     6.613910e-33
 1.000000e+00     6.956095e-33
 1.122019e+00     7.299116e-33
 1.258925e+00     7.641422e-33
 1.412538e+00     7.980519e-33
 1.584894e+00     8.312459e-33
 1.778279e+00     8.631198e-33
 1.995263e+00     8.927691e-33
 2.238721e+00     9.188730e-33
 2.511887e+00     9.395675e-33
 2.818385e+00     9.523308e-33
 3.162278e+00     9.536753e-33
 3.548136e+00     9.382619e-33
 3.981071e+00     9.082898e-33
 4.466837e+00     8.617705e-33
 5.011876e+00     7.980984e-33
 5.623413e+00     7.185463e-33
 6.309576e+00     6.294827e-33
 7.079456e+00     5.314874e-33
 7.943284e+00     4.397840e-33
 8.912516e+00     3.588692e-33
 1.000000e+01     2.902046e-33
 1.122019e+01     2.336832e-33
 1.258925e+01     1.881068e-33
 1.412538e+01     1.518080e-33
 1.584894e+01     1.230724e-33
 1.778279e+01     1.003417e-33
 1.995263e+01     8.230224e-34
 2.238721e+01     6.792414e-34
 2.511887e+01     5.638639e-34
 2.818385e+01     4.705858e-34
 3.162278e+01     3.946906e-34
 3.548135e+01     3.325528e-34
 3.981071e+01     2.814133e-34
 4.466837e+01     2.390328e-34
 5.011876e+01     2.037989e-34
 5.623413e+01     1.744064e-34
 6.309576e+01     1.497495e-34
 7.079456e+01     1.290463e-34
 7.943284e+01     1.116187e-34
 8.912515e+01     9.691940e-35
 1.000000e+02     8.448964e-35
 1.120000e+02     7.413160e-35
 1.250000e+02     6.559835e-35
 1.400000e+02     5.812076e-35
 1.550000e+02     5.237784e-35
 1.650000e+02     4.925992e-35
 1.750000e+02     4.662259e-35
 1.850000e+02     4.449563e-35
 1.900000e+02     4.386442e-35
 1.950000e+02     4.390671e-35
 2.000000e+02     4.538260e-35
 2.050000e+02     4.988810e-35
