## EBL from Khaire & Srianand 2018; Q17 Model with alpha=-1.7 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     4.636909e-45
 1.122019e-08     6.747702e-45
 1.258925e-08     9.601019e-45
 1.412538e-08     1.336150e-44
 1.584893e-08     1.822848e-44
 1.778279e-08     2.443102e-44
 1.995263e-08     3.223040e-44
 2.238721e-08     4.192441e-44
 2.511887e-08     5.385330e-44
 2.818382e-08     6.840582e-44
 3.162278e-08     8.602792e-44
 3.548135e-08     1.072312e-43
 3.981071e-08     1.326045e-43
 4.466837e-08     1.628269e-43
 5.011870e-08     1.986813e-43
 5.623413e-08     2.410737e-43
 6.309576e-08     2.910508e-43
 7.079456e-08     3.498241e-43
 7.943284e-08     4.187979e-43
 8.912505e-08     4.995967e-43
 1.000000e-07     5.941055e-43
 1.122019e-07     7.045065e-43
 1.258925e-07     8.333279e-43
 1.412538e-07     9.835049e-43
 1.584892e-07     1.158432e-42
 1.778279e-07     1.362053e-42
 1.995263e-07     1.598932e-42
 2.238721e-07     1.874357e-42
 2.511887e-07     2.194467e-42
 2.818382e-07     2.566366e-42
 3.162278e-07     2.998297e-42
 3.548136e-07     3.499807e-42
 3.981071e-07     4.081956e-42
 4.466837e-07     4.757578e-42
 5.011870e-07     5.541523e-42
 5.623413e-07     6.451029e-42
 6.309576e-07     7.506050e-42
 7.079456e-07     8.729704e-42
 7.943284e-07     1.014882e-41
 8.912505e-07     1.179442e-41
 1.000000e-06     1.370255e-41
 1.122019e-06     1.591490e-41
 1.258925e-06     1.847978e-41
 1.412538e-06     2.145325e-41
 1.584893e-06     2.490018e-41
 1.778279e-06     2.889580e-41
 1.995263e-06     3.352730e-41
 2.238721e-06     3.889562e-41
 2.511887e-06     4.511786e-41
 2.818382e-06     5.232957e-41
 3.162278e-06     6.068803e-41
 3.548136e-06     7.037529e-41
 3.981071e-06     8.160227e-41
 4.466837e-06     9.461374e-41
 5.011870e-06     1.096928e-40
 5.623413e-06     1.271681e-40
 6.309576e-06     1.474201e-40
 7.079456e-06     1.708894e-40
 7.943284e-06     1.980875e-40
 8.912505e-06     2.296058e-40
 1.000000e-05     2.661310e-40
 1.122019e-05     3.084579e-40
 1.258925e-05     3.575072e-40
 1.412538e-05     4.143475e-40
 1.584893e-05     4.802145e-40
 1.778279e-05     5.565426e-40
 1.995263e-05     6.449930e-40
 2.238721e-05     7.474892e-40
 2.511887e-05     8.662630e-40
 2.818382e-05     1.003897e-39
 3.162278e-05     1.163389e-39
 3.548135e-05     1.348207e-39
 3.981071e-05     1.562372e-39
 4.466837e-05     1.810546e-39
 5.011870e-05     2.098126e-39
 5.623413e-05     2.431373e-39
 6.309577e-05     2.817536e-39
 7.079457e-05     3.265012e-39
 7.943284e-05     3.783543e-39
 8.912505e-05     4.384404e-39
 1.000000e-04     5.080679e-39
 1.122018e-04     5.887503e-39
 1.258926e-04     6.821151e-39
 1.412538e-04     7.872820e-39
 1.584893e-04     9.089017e-39
 1.778279e-04     1.050190e-38
 1.995262e-04     1.214532e-38
 2.238722e-04     1.405874e-38
 2.511887e-04     1.628867e-38
 2.818383e-04     1.888997e-38
 3.162278e-04     2.192744e-38
 3.548134e-04     2.547760e-38
 3.981073e-04     2.963096e-38
 4.466837e-04     3.449458e-38
 5.011873e-04     4.019530e-38
 5.623413e-04     4.688337e-38
 6.309572e-04     5.473700e-38
 7.079460e-04     6.396769e-38
 7.943284e-04     7.482638e-38
 8.912510e-04     8.761138e-38
 1.000000e-03     1.026772e-37
 1.122018e-03     1.204456e-37
 1.258926e-03     1.414186e-37
 1.412538e-03     1.661934e-37
 1.584893e-03     1.954817e-37
 1.778279e-03     2.301321e-37
 1.995262e-03     2.711560e-37
 2.238722e-03     3.197601e-37
 2.511887e-03     3.773835e-37
 2.818383e-03     4.457451e-37
 3.162278e-03     5.268978e-37
 3.548133e-03     6.232929e-37
 3.981073e-03     7.378621e-37
 4.466837e-03     8.741077e-37
 5.011873e-03     1.036223e-36
 5.623413e-03     1.229235e-36
 6.309573e-03     1.459191e-36
 7.079460e-03     1.733414e-36
 7.943284e-03     2.060838e-36
 8.912510e-03     2.452490e-36
 1.000000e-02     2.922097e-36
 1.122019e-02     3.486857e-36
 1.258925e-02     4.168305e-36
 1.412538e-02     4.993322e-36
 1.584894e-02     5.995068e-36
 1.778279e-02     7.213994e-36
 1.995263e-02     8.698837e-36
 2.238721e-02     1.050751e-35
 2.511887e-02     1.270830e-35
 2.818385e-02     1.538104e-35
 3.162277e-02     1.861872e-35
 3.548136e-02     2.252967e-35
 3.981071e-02     2.723990e-35
 4.466837e-02     3.289677e-35
 5.011876e-02     3.967285e-35
 5.623413e-02     4.777103e-35
 6.309576e-02     5.743113e-35
 7.079456e-02     6.893662e-35
 7.943284e-02     8.262447e-35
 8.912515e-02     9.889494e-35
 1.000000e-01     1.182246e-34
 1.122019e-01     1.412011e-34
 1.258925e-01     1.675731e-34
 1.412538e-01     1.961140e-34
 1.584894e-01     2.264754e-34
 1.778279e-01     2.584221e-34
 1.995263e-01     2.917362e-34
 2.238721e-01     3.262137e-34
 2.511887e-01     3.616720e-34
 2.818385e-01     3.979528e-34
 3.162278e-01     4.349229e-34
 3.548135e-01     4.724765e-34
 3.981071e-01     5.105321e-34
 4.466837e-01     5.490325e-34
 5.011876e-01     5.879406e-34
 5.623413e-01     6.272380e-34
 6.309576e-01     6.665478e-34
 7.079456e-01     7.063780e-34
 7.943284e-01     7.465223e-34
 8.912515e-01     7.869190e-34
 1.000000e+00     8.274944e-34
 1.122019e+00     8.681251e-34
 1.258925e+00     9.086031e-34
 1.412538e+00     9.485959e-34
 1.584894e+00     9.875810e-34
 1.778279e+00     1.024760e-33
 1.995263e+00     1.058944e-33
 2.238721e+00     1.088402e-33
 2.511887e+00     1.110698e-33
 2.818385e+00     1.122561e-33
 3.162278e+00     1.119517e-33
 3.548136e+00     1.095050e-33
 3.981071e+00     1.051788e-33
 4.466837e+00     9.876010e-34
 5.011876e+00     9.016838e-34
 5.623413e+00     8.014861e-34
 6.309576e+00     6.907345e-34
 7.079456e+00     5.742290e-34
 7.943284e+00     4.689759e-34
 8.912516e+00     3.784527e-34
 1.000000e+01     3.032991e-34
 1.122019e+01     2.425257e-34
 1.258925e+01     1.941983e-34
 1.412538e+01     1.561161e-34
 1.584894e+01     1.262092e-34
 1.778279e+01     1.026890e-34
 1.995263e+01     8.411400e-35
 2.238721e+01     6.934489e-35
 2.511887e+01     5.752095e-35
 2.818385e+01     4.798258e-35
 3.162278e+01     4.023096e-35
 3.548135e+01     3.389126e-35
 3.981071e+01     2.866979e-35
 4.466837e+01     2.435101e-35
 5.011876e+01     2.076024e-35
 5.623413e+01     1.775905e-35
 6.309576e+01     1.524877e-35
 7.079456e+01     1.313834e-35
 7.943284e+01     1.135967e-35
 8.912515e+01     9.860693e-36
 1.000000e+02     8.592640e-36
 1.120000e+02     7.535383e-36
 1.250000e+02     6.664820e-36
 1.400000e+02     5.899333e-36
 1.550000e+02     5.311520e-36
 1.650000e+02     4.992010e-36
 1.750000e+02     4.721509e-36
 1.850000e+02     4.503257e-36
 1.900000e+02     4.438767e-36
 1.950000e+02     4.444013e-36
 2.000000e+02     4.597796e-36
 2.050000e+02     5.065479e-36
 2.100000e+02     6.179469e-36
 2.150000e+02     8.582723e-36
 2.180000e+02     1.110892e-35
 2.210000e+02     1.492065e-35
 2.240000e+02     2.059321e-35
 2.260000e+02     2.579415e-35
 2.270000e+02     2.893083e-35
 2.275000e+02     3.065229e-35
 2.278400e+02     3.188537e-35
 2.380000e+02     6.606894e-25
 2.500000e+02     6.723249e-25
 2.700000e+02     6.911579e-25
 2.900000e+02     7.091785e-25
 3.035000e+02     7.208516e-25
 3.037800e+02     7.211112e-25
 3.045000e+02     7.217023e-25
 3.060000e+02     7.229892e-25
 3.080000e+02     7.246775e-25
 3.100000e+02     7.263612e-25
 3.120000e+02     7.280347e-25
 3.150000e+02     7.305068e-25
 3.200000e+02     7.346330e-25
 3.250000e+02     7.386884e-25
 3.300000e+02     7.427285e-25
 3.400000e+02     7.506166e-25
 3.600000e+02     7.658543e-25
 3.800000e+02     7.804331e-25
 4.050000e+02     7.979085e-25
 4.250000e+02     8.114298e-25
 4.500000e+02     8.277331e-25
 4.650000e+02     8.377161e-25
 4.750000e+02     8.442716e-25
 4.820000e+02     8.487766e-25
 4.870000e+02     8.519817e-25
 4.910000e+02     8.545123e-25
 4.950000e+02     8.570287e-25
 4.980000e+02     8.589149e-25
 5.000000e+02     8.601789e-25
 5.020000e+02     8.616022e-25
 5.039800e+02     8.630624e-25
 5.100000e+02     1.228241e-24
 5.250000e+02     1.233005e-24
 5.600000e+02     1.245799e-24
 6.000000e+02     1.266117e-24
 6.500000e+02     1.316467e-24
 7.000000e+02     1.404025e-24
 7.500000e+02     1.554285e-24
 8.000000e+02     1.781493e-24
 8.300000e+02     1.968493e-24
 8.600000e+02     2.198778e-24
 8.800000e+02     2.378873e-24
 8.900000e+02     2.477468e-24
 8.960000e+02     2.539510e-24
 9.000000e+02     2.581998e-24
 9.030000e+02     2.614613e-24
 9.060000e+02     2.647674e-24
 9.090000e+02     2.681292e-24
 9.117800e+02     2.713067e-24
 9.300000e+02     9.016024e-22
 9.500000e+02     1.933445e-21
 9.750000e+02     4.149831e-21
 9.900000e+02     4.802315e-21
 1.005000e+03     5.892793e-21
 1.025000e+03     7.196017e-21
 1.045000e+03     7.953701e-21
 1.065000e+03     8.734892e-21
 1.085000e+03     9.434966e-21
 1.105000e+03     9.859448e-21
 1.125000e+03     1.040680e-20
 1.145000e+03     1.058656e-20
 1.165000e+03     1.095703e-20
 1.185000e+03     1.090320e-20
 1.205000e+03     1.095324e-20
 1.215600e+03     1.081461e-20
 1.215670e+03     1.609552e-20
 1.216000e+03     1.609173e-20
 1.218000e+03     1.606775e-20
 1.221000e+03     1.602956e-20
 1.225000e+03     1.596622e-20
 1.230000e+03     1.590145e-20
 1.240000e+03     1.575957e-20
 1.250000e+03     1.562043e-20
 1.265000e+03     1.551898e-20
 1.285000e+03     1.517513e-20
 1.305000e+03     1.546872e-20
 1.325000e+03     1.557441e-20
 1.345000e+03     1.155963e-20
 1.365000e+03     1.188553e-20
 1.385000e+03     1.206316e-20
 1.405000e+03     1.213342e-20
 1.425000e+03     1.205941e-20
 1.442000e+03     1.200067e-20
 1.455000e+03     1.204533e-20
 1.475000e+03     1.201417e-20
 1.517000e+03     1.181746e-20
 1.595000e+03     1.133656e-20
 1.672000e+03     1.118517e-20
 1.745000e+03     1.111191e-20
 1.825000e+03     1.106416e-20
 1.905000e+03     1.081739e-20
 1.984000e+03     1.058491e-20
 2.065000e+03     1.040520e-20
 2.135000e+03     1.021780e-20
 2.215000e+03     1.006417e-20
 2.295000e+03     9.859867e-21
 2.375000e+03     9.645670e-21
 2.455000e+03     9.439861e-21
 2.525000e+03     9.232898e-21
 2.605000e+03     9.092684e-21
 2.685000e+03     9.032613e-21
 2.765000e+03     8.947516e-21
 2.845000e+03     8.808795e-21
 2.950000e+03     8.656501e-21
 3.110000e+03     8.446265e-21
 3.270000e+03     8.203429e-21
 3.430000e+03     7.968668e-21
 3.590000e+03     7.759785e-21
 3.730000e+03     7.758975e-21
 3.890000e+03     8.702332e-21
 4.050000e+03     9.309841e-21
 4.210000e+03     1.030992e-20
 4.370000e+03     1.077436e-20
 4.530000e+03     1.100490e-20
 4.690000e+03     1.101198e-20
 4.850000e+03     1.086430e-20
 5.010000e+03     1.062438e-20
 5.170000e+03     1.043665e-20
 5.330000e+03     1.030093e-20
 5.490000e+03     1.023502e-20
 5.650000e+03     1.022045e-20
 5.810000e+03     1.023801e-20
 5.970000e+03     1.019771e-20
 6.130000e+03     1.019252e-20
 6.290000e+03     1.012490e-20
 6.450000e+03     1.008543e-20
 6.610000e+03     1.004412e-20
 6.770000e+03     1.003404e-20
 6.930000e+03     1.001654e-20
 7.090000e+03     9.989340e-21
 7.250000e+03     9.952399e-21
 7.410000e+03     9.934811e-21
 7.570000e+03     9.937628e-21
 7.730000e+03     9.983105e-21
 7.890000e+03     1.001223e-20
 8.050000e+03     1.003576e-20
 8.210000e+03     1.006585e-20
 8.370000e+03     1.008173e-20
 8.530000e+03     1.010442e-20
 8.690000e+03     1.014507e-20
 8.850000e+03     1.023771e-20
 9.010000e+03     1.031727e-20
 9.170000e+03     1.038583e-20
 9.330000e+03     1.049191e-20
 9.490000e+03     1.057358e-20
 9.650000e+03     1.063761e-20
 9.810000e+03     1.066461e-20
 9.970000e+03     1.071411e-20
 1.050000e+04     1.070233e-20
 1.150000e+04     1.044596e-20
 1.250000e+04     1.025352e-20
 1.350000e+04     1.011614e-20
 1.450000e+04     1.012836e-20
 1.550000e+04     1.037134e-20
 1.650000e+04     1.049543e-20
 1.750000e+04     1.029821e-20
 1.850000e+04     9.708275e-21
 1.950000e+04     9.149237e-21
 2.050000e+04     8.689900e-21
 2.150000e+04     8.331092e-21
 2.250000e+04     8.050819e-21
 2.350000e+04     7.841343e-21
 2.450000e+04     7.702474e-21
 2.550000e+04     7.634204e-21
 2.650000e+04     7.636680e-21
 2.750000e+04     7.709832e-21
 2.850000e+04     7.853713e-21
 2.950000e+04     8.068499e-21
 3.050000e+04     8.354877e-21
 3.150000e+04     8.712878e-21
 3.250000e+04     9.142129e-21
 3.350000e+04     9.461739e-21
 3.450000e+04     9.708325e-21
 3.550000e+04     9.940586e-21
 3.650000e+04     1.009908e-20
 3.750000e+04     1.032314e-20
 3.850000e+04     1.057150e-20
 3.950000e+04     1.081413e-20
 4.050000e+04     1.105303e-20
 4.150000e+04     1.129085e-20
 4.250000e+04     1.152793e-20
 4.350000e+04     1.176430e-20
 4.450000e+04     1.199998e-20
 4.550000e+04     1.223497e-20
 4.650000e+04     1.246927e-20
 4.750000e+04     1.270298e-20
 4.850000e+04     1.293604e-20
 4.950000e+04     1.316848e-20
 5.050000e+04     1.340033e-20
 5.150000e+04     1.363158e-20
 5.250000e+04     1.386228e-20
 5.350000e+04     1.408576e-20
 5.450000e+04     1.417949e-20
 5.550000e+04     1.436110e-20
 5.650000e+04     1.461166e-20
 5.750000e+04     1.499009e-20
 5.850000e+04     1.521294e-20
 5.950000e+04     1.538500e-20
 6.050000e+04     1.592829e-20
